173,08122001,21,32,57,47,43,88,44,52,6,22,11,4,3,84,15,51,63,73,28,1,x
174,12122001,5,83,68,91,69,58,76,92,17,31,35,63,33,12,41,11,0,23,26,72,x
175,15122001,75,98,63,45,29,64,57,82,91,77,19,2,84,25,43,92,39,51,83,56,x
176,19122001,9,65,0,53,75,91,50,82,89,41,72,21,76,49,31,5,55,47,15,30,x
177,22122001,19,83,89,42,98,5,71,22,3,34,43,1,39,29,33,88,77,80,16,54,x
178,29122001,4,0,12,18,39,11,51,94,17,97,48,98,91,42,27,33,59,37,44,85,x
179,05012002,30,73,99,11,2,61,50,39,65,23,48,52,35,84,64,33,38,83,58,25,x
180,09012002,24,45,7,72,40,71,48,51,95,77,64,34,74,56,76,16,55,54,33,1,x
181,12012002,17,72,95,93,37,78,2,26,50,41,6,82,28,19,71,25,97,49,24,63,x
182,16012002,93,8,62,12,30,65,26,55,44,10,18,85,25,84,1,69,35,67,0,61,x
183,19012002,64,33,40,65,74,48,9,84,59,42,14,73,96,41,54,28,79,97,62,24,x
184,23012002,95,0,72,58,19,93,29,94,92,21,96,86,50,24,16,45,27,31,88,4,x
185,26012002,19,51,58,78,73,48,94,27,98,21,56,31,83,40,47,72,37,60,66,81,x
186,30012002,5,11,25,64,62,40,38,68,21,69,97,88,24,23,94,17,27,4,96,90,x
187,02022002,27,3,12,7,80,36,31,88,20,93,28,58,42,23,83,44,79,55,84,76,x
188,06022002,62,47,54,33,21,25,1,78,94,92,26,90,30,71,57,0,86,39,95,64,x
189,09022002,21,47,31,48,46,52,34,83,29,77,37,32,49,86,51,81,35,74,20,79,x
190,16022002,87,51,49,90,1,46,17,83,23,29,81,22,53,16,30,0,88,25,42,84,x
191,20022002,36,50,27,69,47,14,2,80,6,25,68,9,53,88,7,75,18,79,13,90,x
192,23022002,53,44,88,65,23,75,77,35,10,34,86,69,80,17,5,54,61,68,56,6,x
193,27022002,44,97,95,59,54,96,22,49,20,86,61,74,6,15,70,24,66,28,13,11,x
194,02032002,65,62,22,33,9,63,76,85,28,46,48,87,34,72,77,18,93,13,41,37,x
195,06032002,45,28,51,42,12,16,48,25,61,8,92,14,49,66,81,4,52,36,53,54,x
196,09032002,35,16,38,3,58,51,12,4,19,97,34,66,78,84,14,17,48,93,33,23,x
197,13032002,26,54,42,92,11,58,14,37,38,52,13,91,90,8,36,57,99,12,61,24,x
198,16032002,65,78,93,59,33,68,77,16,92,25,76,85,66,12,14,64,1,55,7,57,x
199,20032002,37,70,47,91,10,43,80,85,31,89,25,19,16,68,1,83,99,38,34,8,x
200,23032002,93,84,32,27,35,74,56,38,20,90,76,29,82,58,97,33,79,66,12,23,x
201,27032002,40,15,64,38,96,61,88,62,82,1,74,16,59,87,19,4,83,89,75,48,x
202,30032002,39,26,61,7,81,82,45,96,73,11,85,56,70,80,64,9,62,60,5,15,x
203,03042002,71,22,40,84,74,34,39,31,91,99,29,68,83,72,14,90,88,67,1,37,x
204,06042002,89,88,67,6,50,40,45,16,44,46,38,96,70,30,17,59,55,27,62,49,x
205,10042002,33,57,80,10,81,28,99,44,76,85,49,71,64,86,75,47,9,48,74,41,x
206,13042002,11,49,67,5,37,41,32,6,99,65,44,89,17,25,76,23,58,62,80,59,x
207,17042002,17,46,10,81,65,74,5,80,64,14,28,32,70,90,77,33,71,39,38,11,x
208,20042002,31,44,60,95,29,8,17,43,69,90,96,66,87,11,37,7,77,59,68,3,x
209,24042002,41,64,39,90,88,38,94,85,77,50,3,53,8,97,57,32,13,76,4,55,x
210,27042002,79,57,86,41,7,40,77,20,6,83,60,98,49,70,14,76,47,84,66,35,x
211,04052002,38,32,20,44,9,64,59,13,47,97,60,61,87,26,70,41,50,3,46,15,x
212,08052002,27,61,8,96,6,46,3,47,40,80,37,89,12,15,54,44,22,43,9,99,x
213,11052002,31,71,28,78,22,44,5,1,56,57,67,23,82,47,17,41,15,54,72,55,x
214,15052002,50,96,1,99,47,9,75,14,5,74,90,23,65,54,56,70,16,8,28,66,x
215,18052002,64,31,74,8,65,56,69,54,42,67,62,92,85,39,73,43,55,98,14,20,x
216,22052002,13,44,52,33,64,61,14,47,99,9,6,28,53,77,62,2,22,82,36,42,x
217,25052002,35,77,46,95,82,52,76,60,18,96,99,9,43,59,72,74,21,75,12,22,x
218,29052002,15,87,45,78,95,68,48,25,12,70,79,80,60,72,5,43,65,54,34,61,x
219,01062002,7,76,32,27,33,94,18,75,23,58,77,83,78,42,91,5,39,65,72,21,x
220,05062002,12,72,62,23,81,8,49,74,36,16,56,45,26,87,30,48,24,69,27,73,x
221,08062002,28,91,94,55,24,78,37,51,98,45,84,49,41,66,25,48,10,46,44,34,x
222,12062002,53,75,92,10,43,62,99,33,38,79,24,65,89,32,4,96,97,50,34,11,x
223,15062002,97,43,6,48,16,99,26,17,32,58,25,94,5,75,52,72,39,92,83,95,x
224,19062002,21,74,41,24,33,2,90,10,81,67,45,8,55,64,6,18,65,43,23,15,x
225,22062002,41,34,15,64,78,14,44,54,23,49,36,33,32,3,66,65,60,29,16,99,x
226,26062002,92,12,42,29,49,23,32,28,64,24,16,52,20,87,14,25,5,46,33,68,x
227,29062002,58,31,78,37,69,94,42,85,97,41,28,2,45,74,68,10,26,71,61,6,x
228,03072002,27,19,42,64,94,35,5,68,96,7,93,67,60,21,56,22,62,86,1,71,x
229,06072002,92,4,40,81,59,84,49,94,33,78,98,85,91,56,52,66,1,75,20,64,x
230,10072002,81,20,63,87,64,57,65,41,62,5,79,83,36,91,21,24,55,74,50,85,x
231,13072002,48,25,19,51,26,22,53,11,38,41,34,27,0,70,69,15,80,24,87,32,x
232,17072002,4,10,41,1,73,59,17,33,99,69,7,63,12,20,49,87,23,53,68,22,x
233,20072002,47,79,97,64,70,72,99,94,98,56,25,36,33,34,35,45,78,12,40,57,x
234,24072002,47,12,61,90,91,66,5,6,87,15,67,44,78,85,96,13,92,54,73,43,x
235,27072002,35,13,47,78,83,96,19,45,16,92,15,82,67,34,50,77,95,40,70,87,x
236,31072002,22,16,33,12,49,48,19,30,81,63,47,91,7,20,4,36,11,68,60,78,x
237,03082002,51,20,32,45,84,50,62,12,26,14,44,83,19,93,13,58,3,92,17,6,x
238,07082002,87,5,24,84,64,69,95,20,91,30,15,4,83,22,35,13,90,67,48,75,x
239,10082002,85,55,58,48,52,26,99,42,9,36,54,74,20,37,84,90,98,97,32,70,x
240,14082002,77,46,48,87,60,73,84,39,38,89,71,51,44,49,11,4,29,72,88,76,x
241,17082002,98,73,56,7,58,34,39,83,35,88,25,10,29,55,54,28,87,32,8,24,x
242,21082002,4,35,27,76,97,13,9,53,22,55,33,23,70,65,87,45,1,50,29,6,x
243,24082002,90,72,27,76,78,12,77,50,86,32,61,42,94,96,68,52,92,66,49,14,x
244,28082002,48,37,15,16,60,24,49,32,98,41,43,0,70,87,82,55,91,95,54,8,x
245,31082002,69,42,4,15,55,3,9,22,68,36,75,58,95,33,48,76,18,43,93,12,x
246,04092002,18,71,37,73,84,43,78,20,7,53,90,44,12,41,55,97,22,9,74,14,x
247,07092002,65,20,53,40,11,62,54,39,4,29,93,86,44,82,90,13,25,0,42,96,x
248,11092002,22,82,10,81,1,86,12,66,89,44,16,69,42,31,52,48,5,38,18,74,x
249,14092002,4,46,47,88,30,35,94,27,71,58,78,14,56,53,60,31,80,89,48,29,x
250,18092002,14,50,95,57,25,92,97,38,64,85,9,7,42,91,99,65,48,55,67,59,x
251,21092002,14,0,32,98,76,43,85,65,69,66,26,49,72,53,47,62,25,15,30,94,x
252,25092002,74,23,61,9,36,88,34,85,25,53,47,73,38,30,13,37,72,21,87,57,x
253,28092002,10,99,24,48,76,17,22,54,21,95,66,62,77,2,4,12,6,72,52,1,x
254,02102002,50,2,80,60,49,43,78,29,51,1,77,10,4,33,74,3,23,70,21,66,x
255,05102002,75,97,66,0,70,68,73,47,50,56,72,33,32,15,11,71,23,34,65,77,x
256,09102002,7,99,37,36,12,2,92,34,98,58,32,28,73,90,39,54,65,48,77,20,x
257,12102002,40,14,74,93,68,91,8,67,88,32,12,52,22,86,39,66,62,4,76,89,x
258,16102002,64,27,22,78,39,59,42,23,80,58,73,79,49,87,17,77,55,94,63,37,x
259,19102002,60,84,67,46,72,9,75,0,12,68,54,11,3,82,66,29,31,32,63,25,x
260,23102002,58,37,13,51,67,61,24,50,68,26,47,36,62,4,92,90,32,94,56,20,x
261,26102002,0,92,11,28,37,95,44,80,93,42,64,50,47,33,24,54,16,61,34,7,x
262,30102002,97,98,35,64,11,94,12,52,92,54,14,36,16,69,99,53,44,84,9,61,x
263,02112002,49,41,86,78,52,26,96,85,19,57,59,32,36,48,79,0,93,83,31,53,x
264,06112002,33,76,59,81,49,25,29,39,52,57,21,68,73,10,58,77,53,63,48,26,x
265,09112002,86,58,74,29,85,18,90,88,69,76,95,33,60,53,41,30,43,4,48,9,x
266,13112002,69,93,17,36,83,78,38,19,13,20,12,99,62,48,29,97,80,74,76,14,x
267,16112002,89,61,57,17,48,46,10,20,71,3,96,38,22,51,50,55,69,49,72,85,x
268,20112002,19,64,7,43,85,11,28,54,2,21,60,72,73,15,63,40,35,36,91,38,x
269,23112002,54,33,59,23,69,35,38,67,48,28,95,57,32,91,27,40,10,56,83,3,x
270,27112002,43,32,58,35,39,55,46,1,12,30,10,97,95,71,0,34,29,61,36,69,x
271,30112002,4,70,26,21,65,60,57,84,89,29,92,78,40,76,42,11,35,74,39,6,x
272,04122002,22,23,6,15,63,93,69,99,3,44,90,94,95,51,70,42,55,97,50,65,x
273,07122002,59,2,6,77,42,71,96,45,20,25,22,97,85,3,5,10,74,79,65,61,x
274,11122002,19,4,47,76,42,18,20,0,99,8,15,93,60,54,55,97,98,71,89,41,x
275,14122002,32,65,22,43,34,14,90,75,42,85,71,91,87,51,10,84,33,20,25,23,x
276,18122002,29,25,90,30,56,45,3,47,26,84,78,7,82,99,77,41,59,76,5,62,x
277,21122002,82,55,92,33,50,8,78,6,61,71,47,4,12,87,94,60,14,67,37,72,x
278,28122002,78,48,3,99,44,68,5,96,14,94,17,64,52,39,47,98,35,67,21,50,x
279,04012003,86,73,81,91,36,79,1,5,59,20,62,94,30,7,51,16,87,58,35,25,x
280,08012003,45,3,65,22,10,49,57,33,61,72,2,23,84,95,99,53,90,82,63,64,x
281,11012003,1,50,21,14,32,34,17,7,64,80,76,36,61,74,53,49,71,30,52,2,x
282,15012003,20,60,15,77,98,59,61,1,66,56,11,69,87,21,44,55,31,17,36,18,x
283,18012003,27,19,7,30,61,49,5,39,40,91,82,47,50,64,45,51,48,54,60,81,x
284,22012003,71,31,35,33,47,81,82,14,61,1,51,69,7,29,91,17,26,36,48,23,x
285,25012003,86,38,4,75,97,10,81,61,26,63,46,5,82,52,23,98,76,85,50,49,x
286,29012003,55,44,14,71,92,96,17,68,19,35,21,43,64,5,1,37,27,50,23,39,x
287,01022003,77,3,58,73,74,22,6,78,96,93,50,15,92,70,43,64,82,16,51,31,x
288,05022003,40,67,15,52,1,53,44,34,54,70,87,20,94,91,84,8,41,57,95,29,x
289,08022003,33,18,43,65,15,70,16,26,3,74,27,64,5,72,6,99,25,49,39,61,x
290,12022003,41,30,76,81,3,50,4,65,25,99,85,62,18,24,34,17,20,86,22,55,x
291,15022003,54,70,37,49,91,12,50,3,47,82,25,52,85,24,36,59,42,8,30,44,x
