57,17101994,31,49,52,63,71,x
58,23101994,34,41,50,67,77,x
59,27101994,20,35,37,42,71,x
60,30101994,19,25,32,68,71,x
61,06111994,27,54,63,71,77,x
62,10111994,3,12,24,36,40,x
63,13111994,11,40,50,74,78,x
64,20111994,25,43,52,59,75,x
65,24111994,3,25,60,62,75,x
66,27111994,66,73,75,76,79,x
67,01121994,5,23,36,67,70,x
68,04121994,7,52,68,69,76,x
69,08121994,16,61,65,72,78,x
70,11121994,5,25,52,57,62,x
71,15121994,27,55,66,73,75,x
72,18121994,12,23,39,54,72,x
73,26121994,6,17,49,65,70,x
74,02011995,41,47,49,70,74,x
75,05011995,4,27,46,53,55,x
76,08011995,3,23,58,62,74,x
77,12011995,6,9,27,43,65,x
78,15011995,2,19,50,59,69,x
79,19011995,4,18,55,57,74,x
80,22011995,35,42,55,60,78,x
81,26011995,13,31,45,56,63,x
82,29011995,13,34,55,64,80,x
83,02021995,17,20,30,33,68,x
84,05021995,1,8,13,53,61,x
85,09021995,3,20,27,32,61,x
86,12021995,13,49,57,67,78,x
87,16021995,18,29,37,51,57,x
88,19021995,11,25,49,51,53,x
89,23021995,2,32,40,53,54,x
90,26021995,8,16,32,74,79,x
91,05031995,7,30,33,52,69,x
92,09031995,11,25,29,42,66,x
93,12031995,4,6,27,68,74,x
94,16031995,1,19,59,65,80,x
95,19031995,6,43,50,63,71,x
96,23031995,4,50,51,52,77,x
97,26031995,5,6,16,54,70,x
98,30031995,4,16,17,35,49,x
99,02041995,2,9,17,66,76,x
100,06041995,33,36,56,58,60,x
101,09041995,12,27,28,30,36,x
102,16041995,5,23,50,65,67,x
103,23041995,12,16,53,64,66,x
104,27041995,20,30,36,48,53,x
105,30041995,3,7,45,46,65,x
106,07051995,20,21,43,45,67,x
107,11051995,2,3,30,39,72,x
108,14051995,1,19,50,52,54,x
109,18051995,1,21,27,48,78,x
110,21051995,1,19,27,36,57,x
111,25051995,15,42,54,68,76,x
112,28051995,31,41,75,76,79,x
113,01061995,12,14,42,61,69,x
114,04061995,10,20,44,58,65,x
115,08061995,2,21,38,54,73,x
116,11061995,16,20,34,56,57,x
117,18061995,7,11,24,42,49,x
118,22061995,14,23,26,56,77,x
119,25061995,2,16,19,26,27,x
120,29061995,7,39,48,58,62,x
121,02071995,19,22,53,69,77,x
122,06071995,2,8,12,53,54,x
123,09071995,8,20,64,68,73,x
124,13071995,10,11,12,23,37,x
125,16071995,10,13,22,50,66,x
126,20071995,4,12,63,78,80,x
127,23071995,14,18,59,60,64,x
128,27071995,17,24,47,49,66,x
129,30071995,5,9,12,23,71,x
130,02081995,18,34,38,40,43,x
131,06081995,13,32,56,73,74,x
132,10081995,19,25,63,74,77,x
133,13081995,13,18,43,47,53,x
134,17081995,10,28,60,62,74,x
135,20081995,2,53,57,62,64,x
136,24081995,9,19,24,59,61,x
137,28081995,13,14,37,66,75,x
138,31081995,13,23,37,56,80,x
139,03091995,14,52,54,65,77,x
140,10091995,32,43,50,57,75,x
141,14091995,6,51,53,54,57,x
142,17091995,15,21,56,79,80,x
143,21091995,14,27,39,48,61,x
144,24091995,16,24,42,71,75,x
145,28091995,2,8,40,55,60,x
146,01101995,12,18,21,31,69,x
147,05101995,1,18,52,67,72,x
148,08101995,32,33,43,46,52,x
149,15101995,8,16,18,22,73,x
150,19101995,12,24,26,39,40,x
151,22101995,22,23,42,54,65,x
152,26101995,5,14,31,38,75,x
153,29101995,2,10,11,15,66,x
154,05111995,67,64,9,5,41,x
155,09111995,12,30,48,70,75,x
156,12111995,7,12,29,54,55,x
157,19111995,42,50,52,66,72,x
158,23111995,2,27,35,44,55,x
159,26111995,4,11,24,25,32,x
160,30111995,8,25,42,60,63,x
161,03121995,13,29,41,61,74,x
162,07121995,20,25,57,67,78,x
163,10121995,9,14,16,52,71,x
164,14121995,7,9,19,45,80,x
165,17121995,12,21,27,45,75,x
166,21121995,2,31,41,43,44,x
167,26121995,20,33,62,63,69,x
168,02011996,15,26,30,44,69,x
169,07011996,3,15,30,56,72,x
170,11011996,18,22,27,74,75,x
171,14011996,12,18,37,47,56,x
172,18011996,37,38,57,67,79,x
173,21011996,22,29,34,42,51,x
174,25011996,11,16,23,44,48,x
175,28011996,29,60,64,72,79,x
176,01021996,1,27,29,36,73,x
177,04021996,9,33,48,67,73,x
178,08021996,5,14,15,66,68,x
179,11021996,30,60,65,68,75,x
180,15021996,1,20,23,25,49,x
181,18021996,6,21,31,37,64,x
182,25021996,9,44,46,57,59,x
183,29021996,20,33,48,69,70,x
184,03031996,62,22,38,29,58,x
185,07031996,9,24,28,31,45,x
186,10031996,6,20,21,46,63,x
187,14031996,2,43,45,64,68,x
188,17031996,28,43,56,57,77,x
189,21031996,1,5,52,53,71,x
190,24031996,21,29,46,59,76,x
191,28031996,4,7,19,35,56,x
192,31031996,16,37,54,68,77,x
193,07041996,12,13,51,67,73,x
194,11041996,14,19,32,37,45,x
195,14041996,8,23,50,65,73,x
196,18041996,10,27,30,72,78,x
197,21041996,3,27,30,33,59,x
198,25041996,6,14,18,71,73,x
199,28041996,3,31,47,77,79,x
200,05051996,19,21,64,70,72,x
201,09051996,7,71,73,76,79,x
202,12051996,6,37,43,61,62,x
203,16051996,3,13,17,47,60,x
204,19051996,7,11,21,51,58,x
205,23051996,4,9,31,40,58,x
206,26051996,1,10,36,62,64,x
207,30051996,5,7,12,16,66,x
208,02061996,3,24,48,52,71,x
209,09061996,26,37,61,67,71,x
210,13061996,10,14,32,53,61,x
211,16061996,3,11,19,31,39,x
212,20061996,38,46,50,65,69,x
213,23061996,5,13,14,34,63,x
214,27061996,10,19,24,34,72,x
215,30061996,37,46,49,62,73,x
216,04071996,31,32,34,54,59,x
217,07071996,8,41,56,65,74,x
218,11071996,17,26,31,33,63,x
219,14071996,3,19,32,59,63,x
220,18071996,19,35,38,39,78,x
221,21071996,45,69,72,77,79,x
222,25071996,3,24,27,58,69,x
223,28071996,10,21,43,64,68,x
224,01081996,18,41,58,62,73,x
225,04081996,16,34,37,42,70,x
226,08081996,17,24,50,56,66,x
227,11081996,19,23,32,38,61,x
228,15081996,12,23,50,52,55,x
229,18081996,7,60,62,67,74,x
230,22081996,14,27,41,68,78,x
231,25081996,3,28,41,58,75,x
232,29081996,27,34,35,42,62,x
233,01091996,49,55,56,68,71,x
234,05091996,27,29,34,64,73,x
235,08091996,17,27,35,54,76,x
236,12091996,14,26,51,55,64,x
237,15091996,14,26,36,37,69,x
238,19091996,25,27,55,61,69,x
239,22091996,17,60,67,74,75,x
240,26091996,30,35,49,51,69,x
241,29091996,2,16,32,63,67,x
242,06101996,22,34,36,42,62,x
243,10101996,2,4,55,60,65,x
244,13101996,5,8,31,32,41,x
245,17101996,16,25,27,28,69,x
246,20101996,22,61,63,66,80,x
247,24101996,3,5,22,30,60,x
248,27101996,5,50,56,60,62,x
249,31101996,9,50,63,67,76,x
250,03111996,43,51,75,79,80,x
251,07111996,20,37,46,61,74,x
252,10111996,8,14,43,65,76,x
253,17111996,7,21,54,62,77,x
254,21111996,21,38,52,60,66,x
255,24111996,11,46,55,75,78,x
256,28111996,4,6,18,40,74,x
257,01121996,24,26,37,48,71,x
258,05121996,3,35,39,63,69,x
259,08121996,6,21,22,52,74,x
260,12121996,16,19,21,23,32,x
261,15121996,2,10,29,33,54,x
262,19121996,13,61,65,67,79,x
263,22121996,32,63,66,76,77,x
264,29121996,23,25,29,52,55,x
265,05011997,26,37,39,66,71,x
266,09011997,21,28,51,65,69,x
267,12011997,8,27,44,66,75,x
268,16011997,39,51,57,75,76,x
269,19011997,7,22,23,50,76,x
270,23011997,14,21,33,34,45,x
271,26011997,3,11,24,54,65,x
272,30011997,3,14,22,32,41,x
273,02021997,13,15,25,39,44,x
274,06021997,15,52,55,62,79,x
275,09021997,13,22,29,68,72,x
276,16021997,13,17,23,49,71,x
277,20021997,26,32,38,68,72,x
278,23021997,51,21,58,10,5,x
279,27021997,2,20,39,53,60,x
280,02031997,16,18,46,56,80,x
281,06031997,23,41,46,53,71,x
282,09031997,20,48,50,75,76,x
283,13031997,25,46,52,61,74,x
284,16031997,9,23,56,64,73,x
285,20031997,7,13,37,56,64,x
286,23031997,2,18,64,67,77,x
287,30031997,61,60,71,28,11,x
288,03041997,2,13,27,78,80,x
289,06041997,4,69,70,72,80,x
290,10041997,5,6,55,70,73,x
291,13041997,5,34,45,49,58,x
292,17041997,4,42,67,74,75,x
293,20041997,4,41,49,55,80,x
294,27041997,17,20,43,68,74,x
295,04051997,10,20,29,65,76,x
296,08051997,1,21,50,55,68,x
297,11051997,25,52,53,58,78,x
298,15051997,6,17,31,40,66,x
299,18051997,11,25,29,52,53,x
300,22051997,8,19,20,28,34,x
301,25051997,44,46,53,59,65,x
302,01061997,7,30,51,52,69,x
303,05061997,28,48,50,64,71,x
304,08061997,3,22,42,71,79,x
305,12061997,6,16,31,36,53,x
306,15061997,9,28,34,40,42,x
307,19061997,10,27,29,61,66,x
308,22061997,13,14,16,21,69,x
309,26061997,16,26,37,40,62,x
310,29061997,1,14,49,71,74,x
311,03071997,29,46,53,63,68,x
312,06071997,6,29,36,44,68,x
313,10071997,28,30,54,67,74,x
314,13071997,7,10,18,57,74,x
315,17071997,12,19,33,44,67,x
316,20071997,27,28,50,65,76,x
317,24071997,2,8,36,45,64,x
318,27071997,22,26,34,39,40,x
319,31071997,1,21,33,39,48,x
320,03081997,3,4,7,14,39,x
321,07081997,18,21,23,54,74,x
322,10081997,10,25,33,43,68,x
323,14081997,32,34,52,68,73,x
324,17081997,42,56,61,76,79,x
325,21081997,2,7,9,27,59,x
326,24081997,5,6,12,50,61,x
327,28081997,3,10,35,47,59,x
328,31081997,17,23,52,70,71,x
329,04091997,7,12,36,39,50,x
330,07091997,6,7,9,36,45,x
331,11091997,53,57,62,70,78,x
332,14091997,24,25,34,50,65,x
333,19091997,1,3,18,46,64,x
334,21091997,15,20,23,78,79,x
335,25091997,9,16,20,34,53,x
336,28091997,42,54,55,70,74,x
337,02101997,1,20,40,42,75,x
338,05101997,3,7,10,23,43,x
339,09101997,2,3,45,49,60,x
340,12101997,4,6,35,64,65,x
341,16101997,27,32,54,57,80,x
342,19101997,1,9,51,59,74,x
343,23101997,13,16,18,21,36,x
344,26101997,4,27,44,61,71,x
345,30101997,21,22,40,51,74,x
346,02111997,14,35,53,64,77,x
347,06111997,16,25,27,33,74,x
348,09111997,14,22,24,59,72,x
349,13111997,15,23,25,29,71,x
350,16111997,6,18,42,56,72,x
351,20111997,12,36,38,50,53,x
352,23111997,2,28,51,53,77,x
353,27111997,1,21,46,56,79,x
354,30111997,16,37,3,32,50,x
355,04121997,8,22,48,59,76,x
356,07121997,18,54,35,50,37,x
357,11121997,78,3,33,77,44,x
358,14121997,29,42,11,72,63,x
359,18121997,51,12,33,60,80,x
360,21121997,11,49,46,60,71,x
361,28121997,40,68,80,20,59,x
362,04011998,69,17,73,50,76,x
363,08011998,74,60,17,31,51,x
364,11011998,32,25,62,30,3,x
365,15011998,31,74,10,61,37,x
366,18011998,7,59,32,10,54,x
367,22011998,41,58,61,66,80,x
368,25011998,46,58,43,11,6,x
369,29011998,80,51,6,28,32,x
370,01021998,26,14,75,27,12,x
371,05021998,30,76,56,38,9,x
372,08021998,55,12,76,49,1,x
373,12021998,78,16,36,26,41,x
374,15021998,56,71,27,45,44,x
375,19021998,29,16,2,12,14,x
376,22021998,47,68,1,71,17,x
377,01031998,76,80,4,19,48,x
378,05031998,16,5,40,34,73,x
379,08031998,11,29,36,38,67,x
380,12031997,48,28,1,7,73,x
381,15031998,66,53,7,15,45,x
382,19031998,17,4,62,19,51,x
383,22031998,2,28,6,4,1,x
384,26031998,58,50,36,75,55,x
385,29031998,18,35,63,68,29,x
386,31031998,44,17,18,25,15,x
387,02041998,62,26,32,77,45,x
388,04041998,77,69,17,36,67,x
389,07041998,69,78,57,25,38,x
390,11041998,35,30,76,48,19,x
391,14041998,74,62,20,47,43,x
392,16041998,56,11,17,48,26,x
393,18041998,53,71,37,76,17,x
394,23041998,1,6,70,65,38,x
395,25041998,31,58,34,36,62,x
396,28041998,73,37,23,69,21,x
397,30041998,48,27,75,38,58,x
398,02051998,11,74,17,12,57,x
399,05051998,9,38,57,27,48,x
400,07051998,65,70,59,56,71,x
401,09051998,1,80,7,39,9,x
402,12051998,77,66,57,72,38,x
403,14051998,42,56,44,1,14,x
404,16051998,67,4,52,8,59,x
405,19051998,77,5,80,43,19,x
406,21051998,40,3,77,61,35,x
407,23051998,57,44,70,16,29,x
408,26051998,40,14,28,4,5,x
409,28051998,76,26,74,3,63,x
410,30051998,47,17,8,7,55,x
411,02061998,12,65,78,52,9,x
412,04061998,77,44,66,1,20,x
413,06061998,24,57,40,62,52,x
414,09061998,20,2,55,12,47,x
415,13061998,15,26,51,65,58,x
416,16061998,52,53,78,47,71,x
417,18061998,40,25,48,11,73,x
418,20061998,76,39,34,47,75,x
419,23061998,23,37,21,50,55,x
420,25061998,72,46,38,44,80,x
421,27061998,24,52,76,56,41,x
422,30061998,62,44,54,64,37,x
423,02071998,56,75,48,39,17,x
424,04071998,5,28,31,22,6,x
425,07071998,48,44,21,28,1,x
426,09071998,67,13,26,54,5,x
427,11071998,30,67,15,24,57,x
428,14071998,80,27,20,5,70,x
429,16071998,39,41,51,2,73,x
430,18071998,57,74,79,19,52,x
431,21071998,35,58,57,50,6,x
432,23071998,33,27,37,53,60,x
433,25071998,38,22,53,20,45,x
434,28071998,30,40,36,39,23,x
435,30071998,35,65,34,30,20,x
436,01081998,43,79,38,44,31,x
437,04081998,49,15,31,52,30,x
438,06081998,79,48,27,12,46,x
439,08081998,58,10,64,52,21,x
440,11081998,79,66,64,70,35,x
441,13081998,76,60,13,33,75,x
442,15081998,2,70,52,77,53,x
443,18081998,67,50,66,70,3,x
444,20081998,32,60,69,13,53,x
445,22081998,39,46,38,76,8,x
446,25081998,23,42,50,61,80,x
447,27081998,44,14,43,12,16,x
448,29081998,76,34,12,25,27,x
449,01091998,34,19,73,54,13,x
450,03091998,13,49,48,35,53,x
451,05091998,61,32,48,54,21,x
452,10091998,54,51,61,60,12,x
453,12091998,74,18,75,44,66,x
454,15091998,19,40,30,60,75,x
455,17091998,49,7,52,73,16,x
456,19091998,80,47,70,74,18,x
457,22091998,31,13,49,56,1,x
458,24091998,73,29,62,21,40,x
459,26091998,19,49,33,30,8,x
460,29091998,61,68,67,52,15,x
461,01101998,9,51,65,48,80,x
462,03101998,12,50,79,30,44,x
463,06101998,67,33,53,5,43,x
464,08101998,18,9,29,69,80,x
465,10101998,37,78,10,41,47,x
466,15101998,4,31,18,8,19,x
467,17101998,60,31,79,35,19,x
468,20101998,77,49,9,57,6,x
469,22101998,65,10,59,79,7,x
470,24101998,45,18,70,30,28,x
471,27101998,21,18,54,32,38,x
472,29101998,67,69,24,57,77,x
473,31101998,57,49,30,56,74,x
474,05111998,22,77,27,12,28,x
475,07111998,53,32,3,37,11,x
476,10111998,16,49,56,12,67,x
477,12111998,38,4,27,18,47,x
478,14111998,63,14,8,28,64,x
479,17111998,15,63,10,17,67,x
480,19111998,33,31,68,80,48,x
481,21111998,72,56,45,25,22,x
482,24111998,26,3,62,38,5,x
483,26111998,19,55,52,25,20,x
484,28111998,27,37,56,66,68,x
485,01121998,3,52,11,56,59,x
486,03121998,14,53,67,25,32,x
487,05121998,40,55,70,64,16,x
488,08121998,63,53,3,56,24,x
489,10121998,74,41,36,38,1,x
490,12121998,29,7,17,42,43,x
491,15121998,10,3,64,21,14,x
492,17121998,2,43,28,64,44,x
493,19121998,7,11,47,10,39,x
494,22121998,65,38,70,27,44,x
495,24121998,38,25,6,33,23,x
496,29121998,28,39,9,11,47,x
497,31121998,29,13,48,6,76,x
498,05011999,68,20,14,39,3,x
499,07011999,5,51,73,9,50,x
500,09011999,71,38,9,18,73,x
501,12011999,61,63,24,32,51,x
502,14011999,11,45,35,64,50,x
503,16011999,23,54,73,2,18,x
504,19011999,66,79,7,26,3,x
505,21011999,9,52,75,30,59,x
506,23011999,16,73,64,29,62,x
507,26011999,1,68,73,26,64,x
508,28011999,41,7,53,22,28,x
509,30011999,15,73,5,25,14,x
510,02021999,58,72,18,5,4,x
511,04021999,34,15,7,52,19,x
512,06021999,66,71,56,6,40,x
513,09021999,31,15,63,56,27,x
514,11021999,69,9,1,78,27,x
515,13021999,33,75,34,6,21,x
516,18021999,72,47,5,63,54,x
517,20021999,3,46,60,14,22,x
518,23021999,22,28,6,71,45,x
519,25021999,3,76,40,36,52,x
520,27021999,30,43,4,28,12,x
521,02031999,72,79,52,26,74,x
522,04031999,3,1,27,2,65,x
523,06031999,80,59,9,62,52,x
524,09031999,3,16,32,5,38,x
525,11031999,64,72,16,58,38,x
526,13031999,7,36,57,67,8,x
527,16031999,25,45,44,2,65,x
528,18031999,1,79,50,61,9,x
529,20031999,7,36,26,10,35,x
530,23031999,24,26,7,28,72,x
531,25031999,35,56,63,11,77,x
532,27031999,22,63,25,30,57,x
533,30031999,47,13,5,63,39,x
534,03041999,72,43,7,59,53,x
535,06041999,3,23,74,73,51,x
536,08041999,3,48,59,9,79,x
537,10041999,64,53,4,22,49,x
538,13041999,29,34,66,25,59,x
539,15041999,78,63,19,75,42,x
540,17041999,4,8,32,20,15,x
541,20041999,21,13,6,18,80,x
542,24041999,40,54,33,25,71,x
543,27041999,43,19,7,36,74,x
544,29041999,53,47,40,9,48,x
545,01051999,20,76,44,6,48,x
546,04051999,52,32,72,45,1,x
547,06051999,27,56,30,16,2,x
548,08051999,20,80,46,49,14,x
549,11051999,70,33,53,19,50,x
550,13051999,67,53,51,12,28,x
551,15051999,57,37,65,35,14,x
552,18051999,15,56,44,8,16,x
553,20051999,78,16,27,12,28,x
554,22051999,80,35,4,9,20,x
555,25051999,47,30,54,19,55,x
556,27051999,59,69,15,46,55,x
557,29051999,48,10,36,77,71,x
558,01061999,27,61,45,46,75,x
559,05061999,62,41,6,7,39,x
560,08061999,58,75,22,17,39,x
561,10061999,3,25,39,21,17,x
562,12061999,15,56,58,30,43,x
563,15061999,80,46,62,76,57,x
564,17061999,46,42,31,56,7,x
565,19061999,40,51,37,74,64,x
566,22061999,21,23,52,29,7,x
567,24061999,29,3,69,79,65,x
568,26061999,48,49,15,13,80,x
569,29061999,76,75,35,49,56,x
570,01071999,40,20,3,60,57,x
571,03071999,22,44,45,35,19,x
572,06071999,5,14,24,25,1,x
573,08071999,10,31,54,25,32,x
574,10071999,75,68,12,44,19,x
575,13071999,16,62,55,3,36,x
576,15071999,59,45,18,52,28,x
577,17071999,6,45,17,23,5,x
578,20071999,7,11,34,74,47,x
579,22071999,23,5,61,50,47,x
580,24071999,18,4,27,56,17,x
581,27071999,30,54,66,21,72,x
582,29071999,59,16,32,23,11,x
583,31071999,57,35,39,10,70,x
584,03081999,20,53,70,18,9,x
585,05081999,10,37,63,29,7,x
586,07081999,31,19,42,22,12,x
587,10081999,59,74,44,5,79,x
588,12081999,75,49,74,33,6,x
589,14081999,31,53,20,28,15,x
590,17081999,47,30,22,18,52,x
591,19081999,20,48,28,14,43,x
592,21081999,63,51,10,34,17,x
593,24081999,14,9,79,41,32,x
594,26081999,73,14,37,33,8,x
595,28081999,40,32,8,23,44,x
596,31081999,61,75,3,17,29,x
597,02091999,74,41,69,24,33,x
598,04091999,65,18,13,71,39,x
599,09091999,51,37,32,22,47,x
600,11091999,51,16,41,54,34,x
601,14091999,78,38,52,62,9,x
602,16091999,42,52,1,22,33,x
603,18091999,21,33,55,37,25,x
604,21091999,23,7,46,63,67,x
605,23091999,37,32,69,44,19,x
606,25091999,43,2,40,23,66,x
607,28091999,33,1,46,21,76,x
608,30091999,38,64,12,79,32,x
609,02101999,63,76,58,28,49,x
610,05101999,78,49,25,76,70,x
611,07101999,4,31,38,47,78,x
612,09101999,23,63,45,26,22,x
613,14101999,1,70,79,21,28,x
614,16101999,16,57,42,22,51,x
615,19101999,67,11,23,1,53,x
616,21101999,17,73,58,7,40,x
617,23101999,50,8,14,10,11,x
618,26101999,68,64,35,54,49,x
619,28101999,33,25,79,11,1,x
620,30101999,24,18,10,40,17,x
621,04111999,33,25,9,68,53,x
622,06111999,40,34,46,17,1,x
623,09111999,50,33,26,79,44,x
624,11111999,67,45,44,49,46,x
625,13111999,32,69,42,13,59,x
626,18111999,7,38,33,58,76,x
627,20111999,44,70,49,31,80,x
628,23111999,52,60,46,56,65,x
629,25111999,26,64,34,42,78,x
630,27111999,59,45,56,61,7,x
631,30111999,53,29,61,58,68,x
632,02121999,17,48,21,20,42,x
633,04121999,61,66,8,59,20,x
634,07121999,50,73,71,60,34,x
635,09121999,25,50,36,1,62,x
636,11121999,40,57,43,32,11,x
637,14121999,9,15,67,23,41,x
638,16121999,64,51,69,7,49,x
639,18121999,17,77,55,62,35,x
640,21121999,72,39,14,5,57,x
641,23121999,65,63,76,56,15,x
642,28121999,36,60,20,10,58,x
643,30121999,41,2,9,53,60,x
644,04012000,27,34,49,28,12,x
645,06012000,22,2,25,15,74,x
646,08012000,36,63,3,8,44,x
647,11012000,43,59,19,52,74,x
648,13012000,72,24,39,60,31,x
649,15012000,71,29,78,38,73,x
650,18012000,52,11,23,33,70,x
651,20012000,73,40,23,72,27,x
652,22012000,76,27,3,47,66,x
653,25012000,46,8,10,7,45,x
654,27012000,48,55,68,3,13,x
655,29012000,21,31,40,11,41,x
656,01022000,58,67,12,40,27,x
657,03022000,79,70,62,41,80,x
658,05022000,3,69,25,60,44,x
659,08022000,64,49,9,24,39,x
660,10022000,45,73,53,70,42,x
661,12022000,62,74,29,33,12,x
662,15022000,22,19,40,73,7,x
663,17022000,69,36,34,70,51,x
664,19022000,10,12,37,38,65,x
665,22022000,28,77,8,70,78,x
666,24022000,64,50,27,16,15,x
667,26022000,63,55,44,34,60,x
668,29022000,4,11,51,38,39,x
669,02032000,31,61,2,16,55,x
670,04032000,30,76,34,8,18,x
671,09032000,77,63,65,12,74,x
672,11032000,62,57,10,53,49,x
673,14032000,31,25,79,48,12,x
674,16032000,50,6,56,2,80,x
675,18032000,58,79,14,70,37,x
676,21032000,19,48,66,50,17,x
677,23032000,9,38,20,31,4,x
678,25032000,38,40,13,64,71,x
679,28032000,33,26,58,77,48,x
680,30032000,36,63,50,35,71,x
681,01042000,53,15,66,24,65,x
682,04042000,51,79,40,59,33,x
683,06042000,25,70,37,24,35,x
684,08042000,73,76,53,9,44,x
685,11042000,52,4,71,46,30,x
686,13042000,76,61,18,49,46,x
687,15042000,58,78,33,69,64,x
688,18042000,16,37,71,6,52,x
689,20042000,1,73,17,13,25,x
690,25042000,56,39,13,33,26,x
691,27042000,44,41,47,63,69,x
692,29042000,66,2,22,14,35,x
693,04052000,69,24,37,16,41,x
694,06052000,44,51,61,63,17,x
695,09052000,29,24,43,13,38,x
696,11052000,63,43,69,65,28,x
697,13052000,66,19,31,28,53,x
698,16052000,19,2,1,10,60,x
699,18052000,51,25,75,8,58,x
700,20052000,25,59,2,42,36,x
701,23052000,79,80,57,21,65,x
702,25052000,9,54,19,40,73,x
703,27052000,23,57,78,55,3,x
704,30052000,60,15,42,27,63,x
705,01062000,36,54,51,67,37,x
706,03062000,27,33,56,57,73,x
707,06062000,52,80,1,53,57,x
708,08062000,12,62,5,8,11,x
709,10062000,53,5,26,51,39,x
710,13062000,70,31,39,28,34,x
711,15062000,60,14,54,32,13,x
712,17062000,41,18,67,62,12,x
713,20062000,38,39,23,7,12,x
714,24062000,71,75,13,48,73,x
715,27062000,23,49,38,32,74,x
716,29062000,8,71,54,43,49,x
717,01072000,16,49,23,40,13,x
718,04072000,37,70,32,46,22,x
719,06072000,68,43,1,7,14,x
720,08072000,47,32,78,5,34,x
721,11072000,49,70,72,9,24,x
722,13072000,14,65,71,5,73,x
723,15072000,77,12,20,69,64,x
724,18072000,45,8,63,47,42,x
725,20072000,43,59,2,60,56,x
726,22072000,18,79,78,31,14,x
727,25072000,46,45,51,4,2,x
728,27072000,61,3,43,19,34,x
729,29072000,71,25,61,54,38,x
730,01082000,8,11,48,61,25,x
731,03082000,3,9,69,53,42,x
732,05082000,62,28,10,7,78,x
733,08082000,76,73,32,16,59,x
734,10082000,65,7,8,13,49,x
735,12082000,57,59,77,29,79,x
736,15082000,43,14,17,44,57,x
737,17082000,64,68,22,44,43,x
738,19082000,79,18,33,56,2,x
739,22082000,1,74,80,4,59,x
740,24082000,36,58,4,75,11,x
741,26082000,79,10,40,55,22,x
742,29082000,62,15,72,65,52,x
743,31082000,43,80,11,70,77,x
744,02092000,67,4,19,79,58,x
745,05092000,24,37,54,49,57,x
746,09092000,39,40,35,71,42,x
747,12092000,45,38,16,71,32,x
748,14092000,64,27,67,45,43,x
749,16092000,34,18,40,55,37,x
750,19092000,63,56,8,37,58,x
751,21092000,38,41,19,78,53,x
752,23092000,18,37,6,57,34,x
753,26092000,34,54,19,61,63,x
754,28092000,26,29,22,47,60,x
755,30092000,38,50,61,11,80,x
756,03102000,39,15,67,73,30,x
757,05102000,44,72,66,29,5,x
758,07102000,60,17,14,69,64,x
759,10102000,4,63,21,56,67,x
760,14102000,32,61,9,64,75,x
761,17102000,22,43,8,25,46,x
762,19102000,12,52,18,75,63,x
763,21102000,26,70,18,47,25,x
764,24102000,9,38,4,33,28,x
765,26102000,31,28,69,17,30,x
766,28102000,59,55,19,74,15,x
767,31102000,49,15,61,46,64,x
768,04112000,1,60,23,31,41,x
769,07112000,60,28,34,8,65,x
770,09112000,76,71,26,64,69,x
771,11112000,31,52,76,63,13,x
772,14112000,7,18,13,24,8,x
773,18112000,24,21,73,38,79,x
774,21112000,68,22,72,18,61,x
775,23112000,54,42,61,11,2,x
776,25112000,29,61,14,60,62,x
777,28112000,63,65,35,18,48,x
