136,10101998,17,25,45,38,1,59,x
137,17101998,26,15,16,22,19,49,x
138,24101998,41,14,37,5,40,27,x
139,31101998,26,27,13,42,41,3,x
140,07111998,55,31,46,44,41,7,x
141,14111998,10,22,42,13,41,58,x
142,21111998,20,59,19,54,15,8,x
143,28111998,40,18,6,20,50,53,x
144,05121998,8,32,44,36,45,55,x
145,12121998,43,15,41,51,16,31,x
146,19121998,51,34,25,60,42,32,x
147,24121998,24,6,38,23,28,16,x
148,31121998,32,55,59,41,58,35,x
149,09011999,11,45,48,7,28,20,x
150,16011999,50,44,12,55,52,54,x
151,23011999,3,43,16,56,52,20,x
152,30011999,12,5,15,51,58,29,x
153,06021999,47,2,31,42,45,30,x
154,13021999,8,10,24,33,45,48,x
155,20021999,12,32,44,43,35,30,x
156,27021999,52,23,42,17,55,49,x
157,06031999,17,13,4,44,41,21,x
158,13031999,58,43,51,14,17,4,x
159,20031999,16,9,50,58,11,35,x
160,27031999,13,42,52,58,2,54,x
161,03041999,25,37,30,39,6,41,x
162,10041999,23,33,51,38,48,21,x
163,17041999,41,56,27,36,53,8,x
164,24041999,4,19,14,10,44,28,x
165,01051999,39,56,19,23,10,35,x
166,08051999,60,57,59,13,12,22,x
167,15051999,1,38,48,28,11,33,x
168,22051999,45,2,35,9,50,31,x
169,29051999,52,51,37,13,21,1,x
170,05061999,7,51,55,41,58,46,x
171,12061999,54,27,4,43,40,46,x
172,19061999,49,36,14,26,35,10,x
173,26061999,29,28,49,17,42,50,x
174,03071999,11,52,22,23,36,59,x
175,10071999,10,20,13,1,42,50,x
176,17071999,28,4,1,45,53,3,x
177,24071999,35,22,39,41,59,38,x
178,31071999,5,27,19,26,15,33,x
179,07081999,6,53,5,26,27,23,x
180,14081999,39,6,29,60,51,23,x
181,21081999,33,1,55,35,51,27,x
182,28081999,46,60,5,10,28,3,x
183,04091999,16,11,7,40,44,2,x
184,11091999,9,60,21,16,41,34,x
185,18091999,59,17,22,46,43,55,x
186,25091999,24,26,51,25,14,23,x
187,02101999,6,44,58,41,36,48,x
188,10101999,34,42,43,46,27,17,x
189,16101999,41,53,38,4,31,15,x
190,24101999,32,40,42,21,10,5,x
191,31101999,58,5,41,3,1,23,x
192,06111999,1,60,26,41,28,54,x
193,13111999,12,4,11,49,43,19,x
194,20111999,32,42,43,25,28,33,x
195,27111999,17,3,44,37,9,32,x
196,04121999,32,17,9,14,24,7,x
197,11121999,19,52,29,15,12,5,x
198,18121999,40,23,1,18,35,8,x
199,24121999,52,37,57,16,10,50,x
200,31121999,12,15,44,34,51,19,x
201,08012000,55,22,5,30,35,20,x
202,15012000,49,53,44,12,24,45,x
203,22012000,11,55,44,19,29,47,x
204,29012000,31,41,51,39,58,29,x
205,05022000,26,32,54,43,46,40,x
206,12022000,20,26,56,18,34,51,x
207,19022000,19,7,3,55,24,53,x
208,26022000,23,15,57,24,47,25,x
209,04032000,13,52,32,41,21,26,x
210,11032000,37,58,20,38,48,32,x
211,18032000,10,20,40,45,50,33,x
212,25032000,29,57,15,45,59,6,x
213,01042000,3,30,9,35,23,32,x
214,08042000,30,12,6,50,35,31,x
215,15042000,7,58,28,53,37,46,x
216,22042000,35,42,59,18,30,14,x
217,29042000,27,32,3,51,49,45,x
218,06052000,54,40,42,17,47,12,x
219,13052000,26,23,49,28,42,36,x
220,20052000,36,53,55,13,60,14,x
221,27052000,54,13,58,43,50,27,x
222,03062000,5,48,30,55,52,19,x
223,10062000,28,24,22,2,58,6,x
224,17062000,20,16,18,7,44,21,x
225,24062000,21,16,4,37,2,58,x
226,01072000,2,50,59,38,49,1,x
227,08072000,37,26,27,42,11,48,x
228,15072000,16,40,45,59,43,13,x
229,22072000,39,45,11,21,33,13,x
230,29072000,56,44,41,40,8,53,x
231,05082000,16,59,27,42,44,36,x
232,12082000,29,19,41,22,37,59,x
233,19082000,45,3,24,36,7,32,x
234,26082000,15,45,54,25,42,41,x
235,02092000,29,41,55,2,31,22,x
236,09092000,10,52,50,57,25,60,x
237,16092000,36,7,45,31,56,57,x
238,23092000,15,9,41,13,37,42,x
239,30092000,33,21,44,46,47,6,x
240,07102000,59,28,25,41,57,38,x
241,14102000,11,57,40,35,56,31,x
242,21102000,22,7,4,21,28,56,x
243,28102000,20,47,23,32,16,11,x
244,04112000,19,60,50,24,47,33,x
245,11112000,44,51,27,53,8,60,x
246,18112000,2,57,32,43,16,37,x
247,25112000,34,3,30,10,23,46,x
248,02122000,56,16,34,41,35,32,x
249,09122000,21,55,54,40,36,49,x
250,16122000,55,25,41,42,43,7,x
251,23122000,34,15,23,55,49,30,x
252,30122000,17,54,4,51,32,26,x
253,06012001,12,11,56,44,24,37,x
254,13012001,4,30,56,21,22,1,x
255,20012001,32,44,55,19,20,16,x
256,27012001,21,52,34,26,2,32,x
257,03022001,28,5,1,34,4,19,x
258,10022001,12,60,54,7,55,50,x
259,17022001,20,43,33,13,15,58,x
260,24022001,43,4,60,59,6,33,x
261,03032001,5,54,20,56,30,16,x
262,10032001,53,60,48,20,58,11,x
263,17032001,8,50,26,9,53,43,x
264,24032001,5,25,31,13,1,33,x
265,31032001,7,50,53,16,41,34,x
266,07042001,38,54,48,23,2,46,x
267,14042001,58,1,45,55,8,46,x
268,21042001,21,10,47,6,5,33,x
269,28042001,19,18,52,25,17,49,x
270,05052001,45,27,35,40,5,9,x
271,12052001,14,31,54,29,26,24,x
272,19052001,36,58,9,10,56,24,x
273,26052001,47,52,10,27,23,17,x
274,02062001,11,39,47,18,13,26,x
275,09062001,16,30,19,38,48,37,x
276,16062001,53,59,39,45,22,57,x
277,23062001,40,26,38,4,56,52,x
278,30062001,22,10,18,55,15,31,x
279,07072001,31,59,4,58,23,47,x
280,14072001,5,16,30,25,58,20,x
281,21072001,11,5,47,31,53,38,x
282,28072001,33,24,36,9,14,23,x
283,01082001,48,34,28,54,25,42,x
284,04082001,8,36,14,32,30,7,x
285,08082001,50,56,41,12,32,37,x
286,11082001,44,37,56,29,47,35,x
287,15082001,60,47,3,33,25,13,x
288,18082001,50,9,18,11,6,17,x
289,22082001,36,6,30,20,7,25,x
290,25082001,57,30,7,25,40,26,x
291,29082001,22,16,5,41,18,17,x
292,01092001,24,34,53,45,23,13,x
293,05092001,6,12,35,5,28,7,x
294,08092001,28,45,41,22,57,25,x
295,12092001,24,44,7,31,12,50,x
296,15092001,20,51,42,3,52,46,x
297,19092001,20,28,41,1,33,36,x
298,22092001,22,34,24,23,5,60,x
299,26092001,7,5,2,53,33,49,x
300,29092001,27,57,41,38,28,24,x
301,03102001,58,26,49,57,48,9,x
302,06102001,25,40,12,60,30,41,x
303,10102001,7,13,30,37,47,17,x
304,13102001,42,7,11,34,59,41,x
305,17102001,11,5,27,60,38,53,x
306,20102001,30,19,57,41,56,47,x
307,24102001,26,17,13,41,16,44,x
308,27102001,55,25,4,11,29,39,x
309,31102001,39,50,25,55,11,4,x
310,03112001,28,14,29,2,31,32,x
311,07112001,32,22,24,41,30,38,x
312,10112001,14,30,50,41,47,23,x
313,14112001,14,38,53,24,16,37,x
314,17112001,5,32,40,58,37,34,x
315,21112001,50,21,43,12,28,22,x
316,24112001,28,51,56,6,24,43,x
317,28112001,27,20,48,16,30,35,x
318,01122001,19,53,40,3,31,20,x
319,05122001,12,16,23,17,19,48,x
320,08122001,20,53,47,50,22,27,x
321,12122001,11,31,32,48,49,4,x
322,15122001,18,11,29,44,47,56,x
323,19122001,31,49,54,33,26,40,x
324,22122001,22,8,30,15,47,25,x
325,29122001,4,23,3,1,21,53,x
326,05012002,52,23,40,51,44,21,x
327,09012002,46,38,29,33,32,48,x
328,12012002,51,5,23,7,14,21,x
329,16012002,24,11,40,12,35,10,x
330,19012002,2,4,23,37,14,51,x
331,23012002,27,1,35,20,37,13,x
332,26012002,28,23,42,29,44,34,x
333,30012002,35,27,53,44,52,4,x
334,02022002,41,26,51,14,24,23,x
335,06022002,43,33,57,23,59,7,x
336,09022002,2,18,54,22,30,26,x
337,16022002,31,52,14,54,16,4,x
338,20022002,48,46,9,1,36,4,x
339,23022002,13,16,12,5,27,50,x
340,27022002,10,60,42,9,33,12,x
341,02032002,56,23,22,43,16,5,x
342,06032002,29,49,54,51,16,34,x
343,09032002,4,6,7,24,12,41,x
344,13032002,33,36,12,35,10,14,x
345,16032002,56,11,58,46,51,22,x
346,20032002,56,7,46,60,41,12,x
347,23032002,26,10,52,1,12,48,x
348,27032002,39,40,33,52,19,30,x
349,30032002,9,38,32,8,54,28,x
350,03042002,23,30,43,10,15,57,x
351,06042002,15,16,59,60,24,41,x
352,10042002,49,7,47,25,20,44,x
353,13042002,60,46,30,55,23,19,x
354,17042002,40,52,38,16,7,41,x
355,20042002,2,37,22,60,14,23,x
356,24042002,54,19,5,58,56,21,x
357,27042002,45,53,32,2,30,35,x
358,04052002,40,42,32,12,21,17,x
359,08052002,31,54,20,29,13,19,x
360,11052002,47,24,29,55,53,23,x
361,15052002,41,28,45,31,16,59,x
362,18052002,37,20,33,46,7,56,x
363,22052002,39,54,29,49,47,19,x
364,25052002,59,44,29,5,51,57,x
365,29052002,52,19,34,37,58,23,x
366,01062002,6,4,51,7,21,15,x
367,05062002,52,49,27,33,12,10,x
368,08062002,13,50,38,32,44,29,x
369,12062002,21,42,1,60,35,14,x
370,15062002,51,42,4,54,1,40,x
371,19062002,23,33,39,4,60,18,x
372,22062002,24,17,46,57,16,39,x
373,26062002,31,33,24,10,5,1,x
374,29062002,54,2,26,5,44,16,x
375,03072002,51,9,42,5,58,1,x
376,06072002,25,13,10,43,35,48,x
377,10072002,46,19,3,45,12,27,x
378,13072002,55,45,48,41,5,38,x
379,17072002,41,55,24,59,33,40,x
380,20072002,47,22,13,30,31,57,x
381,24072002,9,56,46,28,10,55,x
382,27072002,54,38,53,31,37,34,x
383,31072002,48,22,53,56,50,14,x
384,03082002,28,50,47,24,40,52,x
385,07082002,22,12,24,18,5,16,x
386,10082002,39,54,43,36,17,35,x
387,14082002,29,28,48,47,43,22,x
388,17082002,52,48,53,58,23,36,x
389,21082002,46,14,54,18,43,5,x
390,24082002,7,22,34,12,38,53,x
391,28082002,7,15,35,16,40,4,x
392,31082002,49,47,39,31,15,23,x
393,04092002,12,50,36,6,35,40,x
394,07092002,15,49,42,5,45,35,x
395,11092002,11,58,31,14,10,20,x
396,14092002,47,18,6,45,34,42,x
397,18092002,32,24,2,5,1,46,x
398,21092002,28,7,16,37,36,22,x
399,25092002,59,55,16,27,47,11,x
400,28092002,29,59,13,10,54,28,x
401,02102002,50,18,44,53,11,43,x
402,05102002,27,43,58,5,16,56,x
403,09102002,46,31,7,16,60,27,x
404,12102002,24,38,58,1,40,28,x
405,16102002,57,60,34,24,29,47,x
406,19102002,47,32,48,12,38,2,x
407,23102002,49,2,18,51,22,57,x
408,26102002,49,44,33,28,56,14,x
409,30102002,26,49,25,18,31,34,x
410,02112002,31,55,36,24,8,38,x
411,06112002,10,56,12,31,45,38,x
412,09112002,45,5,14,21,59,12,x
413,13112002,35,53,29,33,2,4,x
414,16112002,35,26,58,52,45,16,x
415,20112002,38,44,4,1,27,42,x
416,23112002,13,1,23,56,54,33,x
417,27112002,25,7,12,21,42,34,x
418,30112002,45,8,32,49,15,52,x
419,04122002,41,42,52,53,16,9,x
420,07122002,43,12,59,30,57,29,x
421,11122002,38,45,35,37,5,51,x
422,14122002,60,12,56,37,55,43,x
423,18122002,8,22,33,40,32,53,x
424,21122002,29,36,27,18,59,46,x
425,28122002,6,16,10,34,47,42,x
426,04012003,7,32,54,50,30,37,x
427,08012003,51,13,43,24,3,14,x
428,11012003,60,8,32,28,46,30,x
429,15012003,55,32,17,36,26,43,x
430,18012003,50,21,10,25,38,8,x
431,22012003,58,26,40,37,47,52,x
432,25012003,50,17,13,27,4,39,x
433,29012003,36,17,28,16,54,30,x
434,01022003,24,17,4,54,30,10,x
435,05022003,37,11,17,31,43,10,x
436,08022003,1,6,57,29,48,7,x
437,12022003,54,10,59,44,30,7,x
438,15022003,38,48,14,3,11,5,x
439,19022003,42,13,20,29,43,57,x
440,22022003,46,23,30,47,5,3,x
441,26022003,2,15,58,10,59,21,x
442,01032003,15,31,23,6,59,37,x
443,08032003,11,36,17,26,52,48,x
444,12032003,48,52,57,24,3,33,x
445,15032003,31,50,7,53,32,20,x
446,19032003,11,20,8,47,12,17,x
447,22032003,24,55,15,33,25,42,x
448,26032003,5,3,52,45,9,51,x
449,29032003,34,56,24,1,49,8,x
450,02042003,59,51,13,1,9,50,x
451,05042003,23,18,31,17,53,28,x
452,09042003,54,11,51,16,36,30,x
453,12042003,58,52,8,34,20,23,x
454,16042003,4,17,42,56,46,24,x
455,19042003,50,15,17,2,14,59,x
456,23042003,17,40,22,27,33,3,x
457,26042003,48,15,24,27,17,32,x
458,30042003,43,53,13,32,34,24,x
459,03052003,43,17,8,15,49,39,x
460,07052003,19,55,30,23,37,49,x
461,10052003,30,17,20,29,15,60,x
462,14052003,27,48,17,19,26,22,x
463,17052003,7,18,2,45,3,53,x
464,21052003,6,33,45,38,24,50,x
465,24052003,46,31,1,57,22,51,x
466,28052003,28,16,45,29,30,11,x
467,31052003,38,21,8,22,18,60,x
468,04062003,23,6,25,39,51,5,x
469,07062003,29,47,42,21,13,26,x
470,11062003,51,58,23,11,8,37,x
471,14062003,51,59,31,5,36,32,x
472,18062003,12,3,38,29,51,4,x
473,21062003,51,7,58,49,23,41,x
474,25062003,34,3,12,50,32,40,x
475,28062003,19,6,43,52,8,22,x
476,02072003,38,43,20,55,17,58,x
477,05072003,47,34,8,6,18,38,x
478,09072003,30,8,31,3,21,25,x
479,12072003,20,54,58,26,41,46,x
480,16072003,36,38,33,14,49,41,x
481,19072003,42,6,24,44,22,13,x
482,23072003,13,56,12,33,53,54,x
483,26072003,16,23,35,18,44,59,x
484,30072003,53,19,38,18,17,49,x
485,02082003,38,28,52,30,19,57,x
486,06082003,50,42,19,8,30,14,x
487,09082003,25,22,48,52,54,8,x
488,13082003,30,39,35,43,15,57,x
489,16082003,28,36,17,53,33,59,x
490,20082003,5,11,29,54,23,58,x
491,23082003,22,43,15,55,9,1,x
492,27082003,57,2,15,6,56,18,x
493,30082003,54,20,3,18,42,24,x
494,03092003,28,32,49,53,18,20,x
495,06092003,36,15,60,8,29,49,x
496,10092003,41,20,19,29,59,10,x
497,13092003,9,41,32,13,58,20,x
498,17092003,49,28,2,6,57,50,x
499,20092003,59,1,11,5,44,4,x
500,27092003,35,21,54,29,38,36,x
501,01102003,34,27,56,28,16,39,x
502,04102003,50,7,33,21,24,13,x
503,08102003,10,21,48,27,49,7,x
504,11102003,39,19,11,8,50,30,x
505,15102003,47,20,52,3,46,28,x
506,18102003,31,37,34,15,38,4,x
507,22102003,44,58,5,27,33,3,x
508,25102003,46,56,5,15,45,10,x
509,29102003,32,55,34,35,28,33,x
510,01112003,30,45,58,1,4,41,x
511,05112003,8,36,34,37,3,4,x
512,08112003,8,40,58,4,53,31,x
513,12112003,46,10,27,19,33,39,x
514,15112003,15,52,40,36,51,42,x
515,19112003,39,16,57,15,45,48,x
516,22112003,24,5,34,13,35,33,x
517,26112003,51,32,8,28,38,7,x
518,29112003,44,8,5,15,18,10,x
519,03122003,9,36,15,19,42,22,x
520,06122003,32,34,17,35,9,12,x
521,10122003,28,32,38,25,15,45,x
522,13122003,49,52,15,25,14,6,x
523,17122003,45,58,40,39,28,44,x
524,20122003,47,29,34,48,19,41,x
525,27122003,26,32,24,49,8,10,x
526,03012004,3,59,21,36,55,31,x
527,07012004,17,14,50,52,6,26,x
528,10012004,34,28,37,12,8,31,x
529,14012004,56,45,13,33,38,1,x
530,17012004,32,21,25,1,6,49,x
531,21012004,3,1,35,7,18,50,x
532,24012004,13,4,12,53,9,52,x
533,28012004,27,18,13,59,21,53,x
534,31012004,48,57,23,8,31,3,x
535,04022004,49,14,47,56,6,28,x
536,07022004,14,22,25,15,37,23,x
537,11022004,37,3,19,34,39,7,x
538,14022004,45,43,56,25,52,3,x
539,18022004,16,50,55,6,47,19,x
540,21022004,22,4,30,44,28,49,x
541,28022004,58,57,27,13,49,52,x
542,03032004,49,4,19,28,35,6,x
543,06032004,35,54,37,42,49,46,x
544,10032004,11,33,56,47,17,34,x
545,13032004,43,35,57,29,40,17,x
546,17032004,46,4,54,17,13,5,x
547,20032004,4,59,13,53,28,30,x
548,24032004,51,49,14,47,59,58,x
549,27032004,13,51,58,22,46,8,x
550,31032004,17,56,16,38,39,45,x
551,03042004,56,48,57,21,12,46,x
552,07042004,22,54,52,47,49,9,x
553,10042004,43,46,58,53,54,4,x
554,14042004,47,29,31,15,60,42,x
555,17042004,49,5,23,33,45,31,x
556,21042004,8,45,30,33,17,10,x
557,24042004,18,49,38,23,8,12,x
558,28042004,59,57,7,58,31,14,x
559,01052004,53,25,36,13,17,6,x
560,05052004,32,18,11,30,2,58,x
561,08052004,39,49,36,20,55,1,x
562,12052004,37,35,23,16,57,55,x
563,15052004,34,8,23,44,51,5,x
564,19052004,38,13,32,20,10,49,x
565,22052004,31,37,35,7,45,34,x
566,26052004,17,6,20,18,13,37,x
567,29052004,57,58,11,38,41,31,x
568,02062004,25,41,17,29,13,22,x
569,05062004,32,15,14,9,3,57,x
570,09062004,35,32,36,33,51,15,x
571,12062004,14,31,12,13,51,50,x
572,16062004,33,3,20,60,9,16,x
573,19062004,59,29,17,6,40,22,x
574,23062004,32,23,2,10,44,17,x
575,26062004,18,29,21,48,35,5,x
576,30062004,18,43,52,39,7,8,x
577,03072004,31,47,28,23,8,24,x
578,07072004,48,3,58,18,56,23,x
579,10072004,15,34,39,17,4,9,x
580,14072004,38,16,18,28,15,47,x
581,17072004,30,25,52,14,39,17,x
582,21072004,13,40,29,59,45,51,x
583,24072004,55,6,41,20,43,7,x
584,28072004,30,53,23,7,32,8,x
585,31072004,24,39,12,33,57,36,x
586,04082004,45,38,13,11,54,39,x
587,07082004,30,2,36,18,60,29,x
588,11082004,45,13,46,55,53,11,x
589,14082004,13,7,33,59,6,8,x
590,18082004,25,51,5,18,4,28,x
591,21082004,58,3,18,50,34,1,x
592,25082004,55,14,59,47,13,42,x
593,28082004,27,29,1,59,25,49,x
594,01092004,10,53,55,29,13,47,x
595,04092004,54,2,43,1,50,25,x
596,08092004,43,60,28,11,54,14,x
597,11092004,42,40,27,22,56,29,x
598,15092004,5,16,53,38,50,34,x
599,18092004,6,45,51,9,23,4,x
600,22092004,18,39,54,34,31,16,x
601,25092004,37,19,29,30,10,22,x
602,29092004,38,60,13,7,55,46,x
603,02102004,4,8,11,29,12,44,x
604,06102004,41,49,51,25,15,46,x
605,09102004,44,52,53,4,49,24,x
606,13102004,41,6,23,55,32,35,x
607,16102004,6,59,11,27,19,41,x
608,20102004,30,6,37,19,24,13,x
609,23102004,15,2,59,60,6,58,x
610,27102004,25,49,30,43,47,45,x
611,30102004,22,21,33,16,48,49,x
612,03112004,55,33,15,50,53,18,x
613,06112004,54,55,13,44,6,19,x
614,10112004,60,31,12,48,57,16,x
615,13112004,27,31,8,10,51,5,x
616,17112004,24,16,26,54,12,2,x
617,20112004,25,5,49,36,33,3,x
618,24112004,60,10,3,8,24,13,x
619,27112004,16,12,46,14,8,19,x
620,01122004,22,1,29,13,32,3,x
621,04122004,29,31,50,26,57,49,x
622,08122004,59,27,19,29,50,38,x
623,11122004,42,23,55,30,9,49,x
624,15122004,39,23,34,52,8,43,x
625,18122004,59,12,32,42,24,40,x
626,22122004,49,8,22,18,7,39,x
627,29122004,19,13,45,58,56,1,x
628,05012005,8,16,22,56,58,30,x
629,08012005,40,47,39,16,51,15,x
630,12012005,16,53,20,60,12,45,x
631,15012005,1,28,47,20,44,32,x
632,19012005,2,54,48,51,19,28,x
633,22012005,27,46,5,50,11,22,x
634,26012005,13,41,24,42,10,56,x
635,29012005,49,42,37,8,20,26,x
636,02022005,30,32,34,50,28,26,x
637,05022005,52,58,43,48,11,18,x
638,12022005,42,10,50,41,11,36,x
639,16022005,51,39,35,60,45,13,x
640,19022005,12,42,59,46,19,60,x
641,23022005,17,13,33,9,1,34,x
642,26022005,51,17,56,36,44,40,x
643,02032005,14,45,24,37,40,42,x
644,05032005,57,29,31,27,34,14,x
645,09032005,52,48,24,53,54,3,x
646,12032005,13,47,60,32,49,10,x
647,16032005,56,19,11,14,12,54,x
648,19032005,5,48,23,42,45,29,x
649,23032005,9,54,41,48,33,24,x
650,26032005,53,59,25,29,10,24,x
651,30032005,39,45,28,26,48,60,x
652,02042005,24,18,57,56,10,20,x
653,06042005,31,24,19,34,9,5,x
654,09042005,10,11,56,40,41,6,x
655,13042005,26,39,1,37,43,48,x
656,16042005,59,37,46,36,35,51,x
657,20042005,20,59,58,33,60,16,x
658,23042005,41,20,36,3,11,6,x
659,27042005,14,29,40,34,51,52,x
660,30042005,53,5,38,54,46,11,x
661,04052005,42,40,27,4,55,36,x
662,07052005,4,60,56,25,18,23,x
663,11052005,1,49,30,55,27,51,x
664,14052005,12,1,55,59,38,36,x
665,18052005,8,47,7,48,25,18,x
666,21052005,7,26,16,29,45,55,x
667,25052005,5,23,16,4,49,1,x
668,28052005,49,33,56,2,14,1,x
669,01062005,7,41,24,40,49,27,x
670,04062005,42,59,58,37,48,22,x
671,08062005,27,16,39,51,9,38,x
672,11062005,43,34,53,38,28,24,x
673,15062005,6,40,37,11,20,34,x
674,18062005,22,32,18,29,42,38,x
675,22062005,50,42,30,25,43,24,x
676,25062005,49,32,15,9,41,42,x
677,29062005,25,10,48,8,32,55,x
678,02072005,44,46,31,14,40,42,x
679,06072005,37,21,54,3,58,25,x
680,09072005,44,2,26,5,3,22,x
681,13072005,59,21,53,25,58,38,x
682,16072005,60,37,47,36,4,27,x
683,20072005,43,40,12,11,2,35,x
684,23072005,50,37,33,40,19,17,x
685,27072005,33,27,5,56,12,43,x
686,30072005,33,5,4,54,15,26,x
687,03082005,59,48,1,7,41,14,x
688,06082005,47,30,52,11,21,35,x
689,10082005,6,60,7,31,49,51,x
690,13082005,15,41,8,47,12,53,x
691,17082005,55,16,58,8,37,50,x
692,20082005,33,18,60,11,58,57,x
693,24082005,14,50,41,17,31,13,x
694,27082005,15,19,29,53,37,41,x
695,31082005,13,40,21,52,6,11,x
696,03092005,37,16,34,57,53,9,x
697,10092005,53,35,32,31,28,51,x
698,14092005,22,8,27,43,55,12,x
699,19092005,53,17,50,23,54,48,x
700,21092005,2,3,24,40,31,14,x
