27,29032004,25,6,22,21,11,24,3,14,12,13,20,8,10,15,18,x
28,05042004,18,21,11,7,9,3,20,16,14,12,13,17,1,19,10,x
29,12042004,13,14,6,1,24,4,8,5,17,22,21,19,20,9,16,x
30,19042004,22,2,1,17,8,4,19,20,11,14,6,21,7,23,3,x
31,26042004,1,3,22,14,21,17,24,15,20,13,2,19,4,25,9,x
32,03052004,10,14,9,16,15,7,22,6,4,2,1,17,23,11,20,x
33,10052004,8,20,12,16,10,21,5,2,23,19,11,24,1,14,7,x
34,17052004,7,19,16,10,23,4,18,11,8,9,20,21,1,2,15,x
35,24052004,12,1,13,23,19,21,17,11,22,6,25,16,14,5,4,x
36,31052004,7,23,10,20,1,21,4,8,11,19,17,22,24,14,5,x
37,07062004,24,20,5,15,10,22,21,3,1,23,11,4,13,8,9,x
38,14062004,14,13,8,16,1,10,3,7,15,25,9,2,24,6,22,x
39,21062004,14,15,7,19,8,9,22,17,23,18,2,11,24,13,21,x
40,28062004,10,17,16,12,14,24,8,7,5,20,21,1,13,2,22,x
41,05072004,25,4,23,18,17,19,15,13,9,3,12,20,21,16,2,x
42,12072004,1,24,12,25,4,3,21,8,11,6,15,22,14,17,5,x
43,19072004,23,22,3,17,1,24,14,19,8,6,9,18,20,7,10,x
44,26072004,23,21,12,19,5,4,6,13,14,10,3,18,24,11,25,x
45,02082004,1,23,14,16,2,19,18,7,21,9,24,25,17,5,3,x
46,09082004,6,14,8,11,24,18,19,23,2,5,4,21,10,1,25,x
47,16082004,6,8,25,18,20,5,11,10,15,13,4,22,3,2,1,x
48,23082004,15,6,21,20,2,17,5,23,11,7,13,16,18,19,22,x
49,30082004,11,2,24,8,20,16,4,13,19,6,15,22,5,23,21,x
50,06092004,2,3,7,25,21,23,10,1,13,11,20,6,12,19,9,x
51,13092004,8,1,13,14,5,22,21,7,6,23,3,17,20,11,16,x
52,20092004,25,4,16,2,15,21,12,9,11,8,24,23,1,13,22,x
53,27092004,23,3,7,17,20,14,12,2,18,24,6,1,11,9,19,x
54,04102004,22,8,12,9,21,5,20,4,24,2,7,6,14,16,18,x
55,11102004,4,6,12,15,2,3,13,16,8,9,7,25,5,18,19,x
56,18102004,19,1,5,14,16,15,17,2,13,22,20,12,23,9,24,x
57,25102004,25,17,8,11,3,6,19,22,21,7,20,1,4,12,2,x
58,01112004,20,14,11,13,19,18,15,16,5,3,6,12,17,22,4,x
59,08112004,6,8,14,1,23,20,3,15,25,11,5,7,13,10,19,x
60,16112004,17,22,16,5,3,2,18,8,25,11,1,19,4,23,24,x
61,22112004,4,15,1,23,9,14,12,11,13,19,25,16,22,5,20,x
62,29112004,9,7,1,13,20,11,3,17,25,8,14,16,15,18,24,x
63,06122004,13,19,22,17,10,4,25,9,24,8,16,11,21,12,20,x
64,13122004,13,1,10,6,25,23,14,9,7,2,18,8,20,3,17,x
65,20122004,23,19,10,7,1,17,4,2,22,16,21,15,20,18,25,x
66,27122004,8,10,23,17,11,20,2,14,21,22,15,16,24,4,1,x
67,03012005,7,24,13,20,16,5,21,12,11,8,15,22,23,10,9,x
68,10012005,9,1,25,16,6,3,5,22,7,12,8,10,2,17,23,x
69,17012005,23,7,11,15,4,17,20,8,9,24,1,18,21,10,19,x
70,24012005,14,5,9,24,6,15,12,19,20,1,2,25,16,10,3,x
71,31012005,13,3,22,5,1,21,23,6,8,11,15,18,14,16,9,x
72,09022005,2,16,5,25,23,11,18,13,24,15,1,7,8,12,17,x
73,14022005,25,17,18,2,16,19,15,13,14,5,21,11,7,1,10,x
74,21022005,8,25,3,1,2,22,16,4,5,15,6,18,13,23,11,x
75,28022005,10,8,3,16,7,25,20,4,13,6,11,15,17,5,1,x
76,07032005,15,5,12,10,19,16,21,17,25,9,13,1,23,8,3,x
77,14032005,6,20,4,9,11,17,3,8,2,21,24,14,22,25,18,x
78,21032005,15,5,17,23,1,8,7,20,16,6,12,18,3,2,13,x
79,28032005,15,14,17,2,22,24,5,23,20,9,12,18,25,1,3,x
80,04042005,17,22,25,7,20,3,18,10,4,1,14,9,2,5,15,x
81,11042005,13,2,7,19,17,15,1,4,6,21,3,11,5,16,10,x
82,18042005,4,8,19,12,23,17,13,20,1,18,6,15,5,22,9,x
83,25042005,23,10,25,20,14,3,1,6,2,11,8,13,12,24,5,x
84,02052005,15,22,8,25,6,4,16,1,2,24,19,20,17,23,12,x
85,09052005,1,2,11,21,16,8,23,7,18,22,14,15,5,13,9,x
86,16052005,13,19,12,18,5,6,9,24,23,4,17,8,25,2,14,x
87,23052005,11,3,18,25,5,24,13,8,15,10,9,22,1,2,20,x
88,30052005,8,10,18,24,11,1,17,2,25,9,14,19,12,4,5,x
89,06062005,23,16,1,12,21,25,17,19,13,20,24,15,6,11,22,x
90,13062005,22,10,11,8,17,20,23,3,21,1,15,25,2,12,24,x
91,20062005,16,23,1,25,22,14,9,13,11,10,12,15,4,20,17,x
92,27062005,17,6,4,1,8,15,2,19,14,13,12,18,21,24,22,x
93,04072005,4,24,7,17,9,13,18,20,5,6,10,21,2,19,23,x
94,11072005,21,9,13,12,11,15,4,22,24,16,8,18,23,2,17,x
95,18072005,10,4,18,22,1,3,20,19,17,2,15,5,11,12,14,x
96,25072005,9,17,24,6,16,10,23,18,14,19,4,3,12,21,22,x
97,02082005,4,10,13,22,17,3,23,24,12,14,15,25,19,20,6,x
98,08082005,24,17,15,25,8,18,22,6,1,11,23,20,5,2,10,x
99,15082005,4,7,24,25,20,14,1,2,10,16,17,11,21,13,3,x
100,22082005,11,22,14,25,10,8,23,13,4,16,17,9,3,12,1,x
101,29082005,7,6,14,19,13,3,21,23,1,24,16,17,9,20,10,x
102,05092005,19,4,22,1,7,23,10,25,21,11,18,2,3,9,12,x
103,12092005,23,18,1,7,5,22,2,3,25,10,4,17,8,16,11,x
104,19092005,6,5,22,24,19,16,11,14,21,13,15,25,7,18,10,x
105,26092005,8,7,10,12,25,9,15,22,19,6,11,13,4,17,21,x
106,03102005,5,15,3,1,4,13,22,2,25,6,10,17,14,23,12,x
107,10102005,24,4,7,17,21,12,15,3,25,11,1,18,6,8,9,x
108,17102005,9,15,25,14,16,2,8,11,12,7,1,22,4,23,18,x
109,24102005,9,7,23,1,11,25,18,13,20,3,21,5,24,16,12,x
110,31102005,23,20,3,6,5,1,4,25,12,13,21,17,22,14,19,x
111,07112005,10,1,19,21,25,17,12,5,11,15,13,24,6,18,22,x
112,14112005,20,10,2,6,19,21,18,3,17,11,1,14,4,15,23,x
113,21112005,6,14,24,2,19,5,12,8,20,21,4,11,1,13,25,x
114,28112005,20,3,22,9,6,2,14,1,10,25,24,11,21,8,7,x
115,05122005,4,17,5,16,6,11,20,9,12,21,25,7,13,1,18,x
116,12122005,11,13,18,10,25,23,16,1,14,2,19,21,12,9,20,x
117,19122005,14,20,5,11,9,23,18,17,6,13,25,15,7,12,10,x
118,27122005,24,15,21,22,18,4,14,13,19,6,12,2,23,8,5,x
119,02012006,15,1,21,22,9,4,18,6,24,20,23,11,8,10,17,x
120,09012006,3,8,19,7,20,16,15,13,12,11,1,24,18,21,5,x
121,16012006,17,24,25,23,7,2,4,5,11,10,9,1,18,16,12,x
122,23012006,5,22,2,10,13,15,9,20,4,25,1,18,23,17,8,x
123,30012006,20,13,21,6,18,5,4,7,17,24,19,12,23,11,22,x
124,06022006,19,9,2,6,24,7,20,16,15,3,25,14,4,18,21,x
125,13022006,10,22,7,6,12,16,11,21,4,9,24,3,2,25,15,x
126,20022006,7,22,18,8,13,25,16,1,21,4,24,14,3,2,6,x
127,01032006,5,25,4,1,13,2,12,18,22,19,23,7,3,10,11,x
128,06032006,17,2,14,21,3,23,6,15,13,11,4,16,19,25,20,x
129,13032006,5,11,9,22,6,21,7,19,2,20,15,23,18,25,13,x
130,20032006,15,19,6,4,24,2,17,25,13,23,10,12,5,3,9,x
131,27032006,2,25,20,12,5,7,6,11,13,19,8,4,15,22,23,x
132,03042006,9,25,14,11,7,15,1,22,16,4,5,17,3,10,23,x
133,10042006,18,22,9,3,15,20,8,21,4,19,13,1,11,23,5,x
134,17042006,12,16,5,7,11,19,8,25,22,17,14,1,3,10,13,x
135,24042006,7,22,13,2,21,14,19,8,1,25,20,10,15,18,5,x
136,02052006,1,2,23,12,17,21,5,22,9,15,24,14,13,6,3,x
137,08052006,18,6,19,25,11,8,17,20,16,10,2,21,12,9,13,x
138,15052006,15,7,16,17,8,24,22,2,3,13,11,5,21,25,4,x
139,22052006,22,24,23,12,1,15,7,14,21,16,17,2,9,18,19,x
140,29052006,12,10,19,1,25,22,15,6,2,24,13,20,9,18,3,x
141,05062006,18,12,19,3,8,17,13,1,25,20,10,16,9,24,7,x
142,12062006,1,18,19,5,23,7,6,16,17,24,15,9,22,4,2,x
143,19062006,21,11,22,9,24,8,17,15,25,1,16,23,13,19,2,x
144,26062006,12,17,1,2,21,4,14,22,9,24,20,7,19,11,25,x
145,03072006,14,15,20,22,13,10,25,11,18,9,24,2,3,1,17,x
146,10072006,17,22,12,2,11,5,24,10,14,13,25,16,1,23,8,x
147,17072006,2,5,12,13,21,23,22,11,1,10,6,25,4,19,16,x
148,24072006,5,22,24,2,1,12,8,21,16,25,20,9,13,4,17,x
149,01082006,24,19,2,17,16,9,25,5,20,18,13,10,15,23,7,x
150,07082006,21,7,11,5,8,19,1,25,6,22,24,14,23,9,3,x
151,14082006,18,10,13,11,3,9,12,4,23,7,24,16,14,5,20,x
152,21082006,23,3,25,6,19,22,24,15,7,17,8,13,20,4,5,x
153,28082006,13,21,5,25,8,20,23,12,11,4,1,18,2,24,17,x
154,04092006,18,9,16,5,15,24,23,10,1,11,14,6,13,3,2,x
155,11092006,15,10,16,14,8,11,19,2,21,20,18,4,5,22,24,x
156,18092006,3,8,9,15,13,10,12,4,23,20,22,1,19,11,14,x
157,25092006,10,14,2,18,25,9,21,7,24,1,16,6,4,12,19,x
158,02102006,11,15,22,17,12,23,2,7,16,18,19,9,20,10,8,x
159,09102006,11,2,1,3,17,15,25,10,24,14,4,6,8,5,20,x
160,16102006,15,14,3,12,16,24,19,21,20,17,10,4,9,1,11,x
161,19102006,21,24,1,8,20,17,25,18,11,5,15,23,22,16,13,x
162,23102006,3,1,12,6,20,11,5,16,24,2,8,23,13,4,18,x
163,26102006,21,3,14,6,2,1,25,9,15,13,20,24,23,7,5,x
164,30102006,1,11,14,5,15,10,2,6,21,18,3,24,8,23,22,x
165,03112006,9,1,19,13,14,4,12,15,25,2,22,8,18,17,6,x
166,06112006,18,3,9,21,19,22,8,15,10,23,14,2,20,4,13,x
167,09112006,18,10,1,13,19,9,16,14,24,2,6,3,22,8,23,x
168,13112006,1,7,20,4,19,12,24,3,15,17,16,2,10,23,22,x
169,16112006,4,16,24,6,8,11,15,10,1,21,5,12,9,7,20,x
170,21112006,7,22,25,4,13,23,6,5,1,20,3,10,18,8,16,x
171,23112006,24,3,25,10,17,13,16,22,15,4,1,23,12,11,21,x
172,27112006,2,18,9,11,7,13,6,1,4,25,12,20,21,22,10,x
173,30112006,2,5,11,23,22,15,8,24,20,21,19,3,7,4,25,x
174,04122006,4,7,13,23,10,20,2,9,1,15,24,17,12,25,11,x
175,07122006,7,11,2,14,18,5,21,19,16,3,15,12,24,13,6,x
176,11122006,12,25,15,21,10,4,24,16,11,13,18,2,22,17,23,x
177,14122006,24,16,11,13,6,19,2,17,7,8,15,20,10,23,21,x
178,18122006,6,3,21,25,10,20,19,23,9,4,8,2,24,16,14,x
179,21122006,2,15,17,3,22,19,14,7,23,25,5,4,24,9,13,x
180,26122006,2,4,11,20,17,25,24,7,1,5,3,10,15,6,8,x
181,28122006,1,16,22,5,20,7,23,8,15,4,6,14,17,19,21,x
182,02012007,11,22,8,19,17,3,2,14,25,9,7,21,13,23,4,x
183,04012007,8,7,6,13,23,11,19,21,16,25,14,20,24,2,4,x
184,08012007,3,17,7,23,11,15,8,1,19,21,25,16,18,9,10,x
185,11012007,20,19,25,6,1,15,23,8,12,9,11,4,7,2,17,x
186,15012007,16,25,23,22,13,5,6,19,24,17,2,18,4,11,12,x
187,18012007,21,25,12,1,16,3,13,24,11,17,19,15,23,22,18,x
188,22012007,16,19,20,10,25,24,22,8,13,5,11,23,21,2,3,x
189,25012007,9,13,5,18,23,19,16,22,1,2,7,4,20,6,24,x
190,29012007,16,11,13,15,23,24,8,1,5,18,4,19,3,7,14,x
191,01022007,23,9,18,5,19,20,8,2,22,10,13,21,15,17,12,x
192,05022007,24,11,1,13,3,6,16,4,15,22,2,23,14,5,21,x
193,08022007,14,16,21,2,9,19,20,3,4,10,25,1,15,5,8,x
194,12022007,23,14,22,25,12,18,8,9,13,15,2,21,17,7,10,x
195,15022007,4,3,14,22,19,17,9,12,18,7,23,8,11,2,6,x
196,22022007,22,24,10,15,16,25,20,14,17,5,2,4,23,19,3,x
197,26022007,9,13,23,20,3,6,10,5,22,4,8,12,7,18,21,x
198,01032007,25,1,6,2,13,7,18,21,14,4,15,20,5,17,16,x
199,05032007,23,2,6,11,22,20,4,3,15,5,1,9,21,12,19,x
200,08032007,16,8,9,5,23,11,13,12,4,14,15,2,1,21,24,x
201,12032007,10,15,8,19,2,11,12,5,20,1,22,4,13,9,14,x
202,15032007,5,14,23,19,24,10,17,11,1,21,22,13,16,3,18,x
203,19032007,24,2,4,5,12,13,1,3,23,18,6,7,25,14,17,x
204,22032007,8,25,16,17,23,22,5,15,4,7,24,2,14,3,11,x
205,26032007,21,4,18,12,22,10,2,16,17,11,3,15,25,14,9,x
206,29032007,22,9,5,16,15,3,13,8,21,2,12,17,11,20,14,x
207,02042007,4,12,6,1,15,10,19,3,14,9,17,2,13,22,20,x
208,05042007,24,19,16,7,3,12,23,6,9,10,4,1,14,11,15,x
209,09042007,24,1,19,22,25,3,10,15,14,6,5,18,21,7,9,x
210,12042007,15,16,7,14,18,22,10,13,23,11,3,24,9,21,5,x
211,16042007,17,1,10,12,2,6,8,4,24,18,14,22,11,16,25,x
212,19042007,16,6,19,22,3,1,20,11,10,14,8,23,4,9,12,x
213,23042007,16,1,10,21,5,4,9,23,8,3,24,25,11,18,19,x
214,26042007,2,14,4,18,9,24,11,1,13,19,3,22,25,20,15,x
215,30042007,17,15,3,12,25,9,19,23,11,4,7,14,5,18,1,x
216,03052007,11,9,17,13,21,6,4,25,24,5,3,7,19,2,10,x
217,07052007,6,16,4,5,12,19,11,25,10,21,7,2,9,17,3,x
218,10052007,21,25,15,17,11,22,2,16,8,13,14,12,5,20,7,x
219,14052007,19,24,3,22,2,17,11,18,25,16,23,8,9,14,6,x
220,17052007,21,16,5,25,13,23,24,10,20,18,14,9,15,12,17,x
221,21052007,6,1,17,7,21,12,3,23,16,20,2,8,19,10,25,x
222,24052007,5,15,21,4,23,12,7,8,24,22,6,18,1,3,9,x
223,28052007,9,23,14,22,2,24,11,7,10,13,16,21,4,12,20,x
224,31052007,24,9,8,4,19,11,21,13,18,20,15,23,10,6,12,x
225,04062007,15,25,8,1,23,3,5,13,2,19,14,20,22,7,18,x
226,08062007,20,5,19,14,13,10,8,15,17,21,18,4,16,11,25,x
227,11062007,10,18,20,21,5,17,14,12,19,7,22,15,9,1,8,x
228,14062007,14,15,19,17,11,4,20,16,13,25,12,24,18,2,10,x
229,18062007,9,6,25,15,20,12,16,14,11,10,17,23,8,13,2,x
230,21062007,6,1,4,24,17,22,8,11,2,5,15,13,14,3,10,x
231,25062007,24,17,19,12,21,1,5,18,10,2,7,15,25,6,16,x
232,28062007,11,24,21,23,14,25,16,13,12,4,5,17,6,9,18,x
233,02072007,1,14,7,3,13,2,6,8,12,5,21,17,9,19,4,x
234,05072007,11,14,1,5,2,12,3,4,13,17,24,9,15,21,22,x
235,09072007,21,13,24,14,18,17,8,16,12,23,19,15,1,25,10,x
236,12072007,1,13,3,22,25,23,5,16,4,9,12,15,8,7,21,x
237,16072007,13,12,7,6,5,19,23,16,4,20,22,9,18,15,21,x
238,19072007,11,17,19,24,20,13,6,21,4,12,1,14,23,15,3,x
239,23072007,7,13,9,14,25,15,10,22,1,23,16,3,6,19,5,x
240,26072007,2,10,9,23,19,15,1,13,22,4,11,18,14,16,21,x
241,30072007,14,5,23,24,13,15,21,8,12,9,25,4,17,20,3,x
242,02082007,13,2,21,19,8,15,17,6,22,14,9,16,18,23,5,x
243,06082007,5,3,13,25,7,23,16,21,18,1,20,4,2,12,17,x
244,09082007,6,12,10,24,11,7,18,15,3,22,5,14,20,21,9,x
245,13082007,11,24,10,19,18,12,14,25,1,9,2,15,6,7,16,x
246,16082007,8,7,25,24,1,5,9,21,18,15,17,12,10,4,13,x
247,20082007,1,22,7,8,14,4,2,25,3,17,15,16,23,19,9,x
248,23082007,25,10,12,8,5,2,11,20,21,1,16,19,9,13,15,x
249,27082007,23,5,21,14,18,12,7,15,8,4,25,9,22,17,10,x
250,30082007,19,13,2,5,23,9,3,10,15,17,16,18,21,12,1,x
251,03092007,21,13,19,15,23,18,22,9,4,25,16,10,3,5,6,x
252,06092007,2,6,18,25,15,11,24,23,3,22,17,4,19,14,8,x
253,10092007,22,4,19,5,21,23,6,1,18,11,12,15,8,13,7,x
254,13092007,20,2,23,6,5,14,15,9,8,3,7,11,16,13,4,x
255,17092007,17,3,4,1,2,14,15,10,9,16,22,24,6,21,23,x
256,20092007,1,12,10,9,16,8,18,20,7,2,6,22,13,15,24,x
257,24092007,22,10,12,9,7,18,13,6,1,16,3,24,14,17,19,x
258,27092007,13,20,12,4,2,25,22,24,19,21,9,6,14,5,17,x
259,01102007,10,25,18,15,6,21,22,20,7,3,8,9,24,19,5,x
260,04102007,24,11,5,19,7,20,9,18,14,3,13,8,1,6,4,x
261,08102007,4,2,16,15,25,6,11,21,5,17,19,20,7,13,1,x
262,11102007,8,21,12,20,3,14,13,7,9,24,15,23,4,17,6,x
263,15102007,23,19,8,15,16,11,7,21,24,9,10,1,18,4,14,x
264,18102007,8,3,25,6,22,9,13,23,20,4,16,19,1,12,21,x
265,22102007,7,12,22,5,19,11,18,8,13,16,17,24,1,20,15,x
266,25102007,18,21,3,19,4,14,24,22,5,6,7,9,11,1,15,x
267,29102007,15,11,23,9,12,6,14,13,17,24,21,2,5,4,3,x
268,01112007,25,23,8,15,9,16,20,12,7,18,6,19,5,10,14,x
269,05112007,22,2,1,4,13,15,18,19,24,23,10,16,17,6,14,x
270,08112007,16,1,14,5,9,18,8,3,6,25,7,19,23,4,24,x
271,12112007,19,11,5,16,24,20,25,6,4,12,8,1,21,2,18,x
272,16112007,25,15,12,1,4,9,13,24,8,17,5,20,11,23,2,x
273,19112007,16,5,21,7,12,20,1,15,24,18,25,10,19,17,6,x
274,22112007,15,25,5,23,10,2,7,12,17,14,11,21,6,20,4,x
275,26112007,6,9,12,22,1,10,15,5,14,17,20,3,18,11,8,x
276,29112007,2,7,17,5,18,12,22,3,25,13,20,4,11,19,10,x
277,03122007,16,24,13,2,17,10,9,11,21,4,23,14,25,22,12,x
278,06122007,12,9,2,3,21,19,1,23,5,15,11,17,13,6,25,x
279,10122007,12,10,3,17,18,6,5,23,1,2,22,19,11,9,13,x
280,13122007,9,25,20,10,19,24,5,13,16,3,17,11,6,15,4,x
281,17122007,4,1,10,23,12,2,25,17,19,8,11,9,14,3,15,x
282,20122007,25,7,3,21,11,20,16,13,8,4,15,12,19,22,2,x
283,22122007,24,22,10,13,4,20,6,1,11,9,23,12,8,2,19,x
284,27122007,23,5,22,7,21,12,25,13,1,11,15,17,3,6,19,x
285,29122007,11,16,8,10,14,1,4,5,15,22,9,12,19,13,23,x
286,03012008,25,1,23,21,7,4,11,9,12,2,13,10,24,19,3,x
287,07012008,15,21,6,23,2,10,22,25,7,17,16,5,18,13,12,x
288,10012008,18,15,6,19,2,10,3,14,25,9,24,1,4,13,12,x
289,14012008,4,8,1,3,10,19,2,14,6,9,17,15,12,24,22,x
290,17012008,17,9,13,2,23,14,11,20,22,7,6,12,1,21,5,x
291,21012008,14,8,15,10,1,5,17,24,2,12,7,13,23,20,11,x
292,24012008,21,3,24,7,17,5,2,11,13,9,22,12,25,16,8,x
293,28012008,14,12,3,9,25,22,13,24,2,6,1,23,18,15,19,x
294,31012008,11,16,24,4,20,2,1,5,7,3,8,12,15,23,25,x
295,07022008,25,24,6,23,15,10,3,21,13,18,2,4,19,17,16,x
296,11022008,16,18,14,6,22,11,15,19,2,25,7,3,12,8,17,x
297,14022008,23,10,25,24,1,21,15,9,8,16,4,22,14,7,12,x
298,18022008,1,6,7,16,4,24,21,8,13,3,11,15,14,12,22,x
299,21022008,10,20,3,24,23,6,17,8,22,13,7,5,19,18,21,x
300,25022008,7,21,9,4,11,23,19,17,3,12,8,25,20,15,22,x
301,28022008,2,9,11,3,17,13,12,19,20,15,22,23,18,8,14,x
302,03032008,18,20,9,6,11,25,2,16,15,14,4,22,12,10,5,x
303,06032008,6,22,18,21,12,24,23,20,15,17,2,8,3,16,4,x
304,10032008,1,15,22,16,14,4,18,17,12,21,20,25,5,3,19,x
305,13032008,20,10,25,4,3,18,22,21,2,8,11,12,5,24,13,x
306,17032008,25,5,13,4,2,8,20,1,11,16,18,12,14,15,19,x
307,20032008,20,9,12,14,23,17,21,24,19,1,3,10,15,4,6,x
308,24032008,23,1,21,16,24,19,5,25,12,13,22,4,18,2,15,x
309,27032008,3,13,22,10,16,21,1,9,14,20,4,8,17,24,2,x
310,31032008,11,14,21,10,3,24,18,19,9,15,23,16,5,2,17,x
311,03042008,23,5,24,12,17,10,25,2,14,16,20,19,15,7,4,x
312,07042008,22,8,9,18,2,17,10,19,1,16,25,11,13,12,6,x
313,10042008,7,6,14,23,17,12,15,19,10,16,9,25,2,3,18,x
314,14042008,21,5,11,1,8,19,2,22,9,20,6,12,14,13,15,x
315,17042008,16,13,11,23,5,6,21,17,8,2,24,3,20,14,19,x
316,22042008,8,19,6,14,4,3,24,23,1,13,12,15,10,18,7,x
317,24042008,21,5,8,4,11,1,22,2,25,14,18,16,9,24,19,x
318,28042008,11,21,12,14,6,4,16,15,13,25,5,3,18,23,9,x
319,02052008,14,24,6,9,4,8,3,16,23,1,19,10,20,12,17,x
320,05052008,19,15,12,17,11,18,1,25,3,22,9,21,14,6,23,x
321,08052008,17,20,12,25,9,24,14,3,10,2,4,13,11,16,18,x
322,12052008,1,12,13,2,16,23,3,7,5,20,17,18,15,24,21,x
323,15052008,4,17,2,21,14,1,3,20,6,7,10,25,23,9,19,x
324,19052008,21,10,2,23,8,1,24,16,6,4,7,12,9,3,20,x
325,23052008,25,10,22,20,23,5,4,6,2,14,24,19,7,15,1,x
326,26052008,25,7,24,6,15,13,12,10,1,18,8,11,4,17,2,x
327,29052008,19,8,4,14,3,16,1,15,13,12,17,21,23,2,18,x
328,02062008,13,2,25,23,19,11,12,22,18,24,4,5,3,15,21,x
329,05062008,18,21,8,20,24,9,1,14,4,23,25,3,17,2,13,x
330,09062008,15,19,24,25,2,12,14,5,9,22,23,1,18,17,6,x
331,12062008,16,15,13,19,5,23,3,18,1,7,6,22,21,25,12,x
332,16062008,3,2,11,21,20,12,6,5,19,7,23,24,14,10,25,x
333,19062008,16,2,13,25,9,14,1,6,21,15,5,23,18,12,11,x
334,23062008,17,8,13,15,11,22,21,6,1,2,18,23,25,7,16,x
335,26062008,16,14,21,9,6,17,8,3,20,19,1,12,11,7,4,x
336,30062008,10,15,16,11,3,25,1,14,19,5,22,2,17,6,8,x
337,03072008,3,11,7,8,23,4,19,16,9,5,1,18,22,10,12,x
338,07072008,16,4,7,19,9,3,5,21,20,15,25,17,6,14,12,x
339,10072008,13,19,1,23,18,16,15,5,22,20,24,21,8,2,10,x
340,14072008,14,4,19,2,8,21,20,25,11,10,6,9,5,22,3,x
341,17072008,20,5,21,12,11,7,16,19,18,13,22,1,25,24,9,x
342,21072008,8,3,11,25,23,12,21,15,1,4,20,13,16,19,22,x
343,24072008,20,15,11,25,6,8,18,12,13,16,14,19,22,3,5,x
344,28072008,11,16,9,20,25,24,5,3,12,10,15,13,4,21,6,x
345,31072008,23,25,9,24,20,2,12,16,19,14,15,7,18,11,21,x
346,04082008,14,10,23,5,12,6,8,17,24,18,15,2,1,21,3,x
347,07082008,15,24,19,3,18,14,25,12,20,9,10,11,5,8,7,x
348,11082008,14,8,20,19,12,25,1,7,18,24,2,17,5,22,21,x
349,14082008,7,8,17,20,22,12,1,16,2,19,25,24,5,14,18,x
350,18082008,23,9,1,14,13,7,15,4,25,22,12,8,6,2,3,x
351,21082008,7,1,12,3,24,18,23,5,19,2,14,11,10,17,16,x
352,25082008,3,1,15,13,6,20,17,24,19,2,12,22,4,9,18,x
353,28082008,18,23,19,8,12,2,9,11,3,21,22,20,13,17,7,x
354,01092008,23,22,9,10,8,19,17,12,1,2,18,21,4,16,7,x
355,04092008,12,11,23,13,8,4,19,25,18,7,10,6,9,15,2,x
356,08092008,13,10,2,24,5,16,15,11,14,19,9,4,25,22,20,x
357,11092008,17,10,6,23,21,5,8,9,14,2,19,1,13,11,25,x
358,15092008,25,16,17,11,14,18,12,23,24,4,15,2,10,6,9,x
359,18092008,22,21,12,4,25,13,8,24,16,11,7,17,19,18,10,x
360,22092008,5,17,18,2,11,8,4,19,20,1,3,24,9,23,7,x
361,25092008,9,1,20,12,7,10,14,24,19,23,13,4,17,16,15,x
362,29092008,10,23,4,13,22,6,3,18,1,2,24,12,5,7,17,x
363,02102008,22,23,16,3,8,6,17,2,4,9,13,11,15,20,21,x
364,06102008,2,9,6,15,19,21,12,11,7,20,22,13,24,3,4,x
365,09102008,11,12,4,8,19,5,15,20,23,16,3,24,25,18,10,x
366,13102008,23,6,22,11,15,21,13,5,8,3,17,9,20,18,25,x
367,16102008,15,21,13,20,18,22,12,7,1,17,2,8,4,9,24,x
368,20102008,6,13,22,5,2,3,24,14,11,21,20,15,19,17,4,x
