69,16072002,18,37,47,2,14,9,0,27,35,45,14,25,49,0
70,19072002,23,25,46,26,17,29,0,14,49,22,20,40,2,0
71,23072002,25,45,47,36,33,15,0,8,42,7,37,12,49,0
72,26072002,37,34,8,39,14,47,0,5,48,32,1,2,16,0
73,30072002,33,17,21,45,40,6,0,1,20,48,49,39,6,0
74,02082002,16,28,7,12,46,15,0,13,4,15,39,27,24,0
75,06082002,13,30,43,7,22,11,0,23,41,28,19,16,34,0
76,09082002,48,11,41,21,31,36,0,19,47,4,16,29,44,0
77,13082002,29,11,31,50,39,23,0,11,14,15,34,4,37,0
78,16082002,6,42,21,41,45,8,0,33,43,12,49,36,19,0
79,20082002,18,26,4,2,8,33,0,46,28,47,14,4,1,0
80,23082002,41,27,19,33,45,23,0,45,50,19,10,37,33,0
81,27082002,39,4,31,32,38,16,0,26,32,19,35,15,12,0
82,30082002,35,39,32,15,23,18,0,14,17,42,48,36,12,0
83,03092002,6,13,48,15,8,41,0,6,9,48,18,41,12,0
84,06092002,34,27,11,42,4,31,0,25,17,27,35,50,39,0
85,10092002,9,25,28,27,19,32,0,23,24,45,1,19,30,0
86,13092002,23,48,14,33,25,32,0,37,33,13,29,27,31,0
87,17092002,19,47,39,42,23,1,0,23,37,41,19,13,38,0
88,20092002,46,50,30,42,18,20,0,9,17,28,21,33,1,0
89,24092002,4,14,42,39,8,31,0,4,44,3,32,11,31,0
90,27092002,7,50,36,28,39,40,0,8,37,5,3,43,15,0
91,01102002,19,15,34,11,33,43,0,13,41,43,11,3,44,0
92,04102002,34,28,31,35,1,38,0,24,31,41,11,40,45,0
93,08102002,25,33,1,28,22,44,0,17,38,50,36,4,11,0
94,11102002,36,26,43,25,21,32,0,23,17,40,21,41,2,0
95,15102002,31,42,27,29,38,19,0,5,6,23,35,44,3,0
96,18102002,9,7,13,22,11,50,0,1,37,31,19,7,42,0
97,22102002,17,21,19,16,4,5,0,46,28,42,18,39,45,0
98,25102002,33,20,17,27,11,15,0,37,38,34,45,19,7,0
99,29102002,45,38,30,43,21,12,0,17,7,27,32,8,1,0
100,01112002,9,22,11,26,47,33,0,4,39,33,26,12,2,0
101,05112002,3,19,39,25,37,49,0,7,22,42,32,8,9,0
102,08112002,30,35,40,5,26,19,0,25,35,32,27,13,38,0
103,12112002,7,45,37,33,15,41,0,6,45,17,43,14,48,0
104,15112002,29,38,28,24,30,8,0,19,8,16,49,13,36,0
105,19112002,2,50,43,23,6,27,0,42,1,36,2,16,29,0
106,22112002,6,49,11,31,1,46,0,47,40,37,49,31,21,0
107,26112002,36,19,33,17,40,31,0,41,15,7,33,31,10,0
108,29112002,16,14,18,10,34,6,0,27,42,26,15,41,37,0
109,03122002,45,41,32,46,26,44,0,43,44,33,46,49,28,0
110,06122002,38,14,27,20,34,43,0,21,37,36,19,39,1,0
111,10122002,7,49,6,48,47,16,0,13,22,18,12,40,39,0
112,13122002,16,45,46,47,37,14,0,12,6,32,27,23,10,0
113,17122002,21,50,42,30,45,31,0,16,46,7,14,13,21,0
114,20122002,29,14,33,28,30,39,0,2,41,22,40,44,12,0
115,27122002,3,8,44,38,23,26,0,23,35,19,9,22,33,0
116,03012003,47,5,34,10,38,8,0,41,32,44,12,5,47,0
117,07012003,46,26,28,44,14,13,0,24,23,32,7,11,15,0
118,10012003,49,5,18,16,33,3,0,46,15,11,38,26,45,0
119,14012003,38,20,45,27,36,11,0,40,35,9,33,38,44,0
120,17012003,36,34,40,50,38,29,0,25,40,36,44,3,49,0
121,21012003,9,31,39,12,7,15,0,25,46,50,29,49,20,0
122,24012003,18,22,9,38,3,17,0,21,28,8,23,19,35,0
123,28012003,49,12,38,32,39,35,0,19,43,48,45,28,31,0
124,31012003,28,37,36,47,46,11,0,22,48,6,38,9,30,0
125,04022003,46,41,15,8,7,11,0,39,31,35,43,49,24,0
126,07022003,43,25,47,42,1,4,0,39,26,36,9,20,24,0
127,11022003,44,17,1,16,42,31,0,9,49,31,38,30,14,0
128,14022003,21,28,4,12,22,42,0,49,4,44,27,3,35,0
129,18022003,49,14,33,3,11,27,0,44,34,6,11,37,31,0
130,21022003,39,16,1,18,4,45,0,50,10,2,45,5,13,0
131,25022003,4,30,47,29,23,40,0,5,43,32,31,6,26,0
132,28022003,46,4,7,37,19,44,0,9,47,16,12,21,23,0
133,07032003,27,3,41,29,38,47,0,9,20,30,19,8,1,0
134,11032003,22,31,29,25,19,21,0,46,37,12,40,33,3,0
135,14032003,44,13,2,3,12,26,0,45,6,3,49,46,43,0
136,18032003,10,47,38,20,6,26,0,37,27,46,2,21,40,0
137,21032003,48,14,31,29,18,42,0,1,15,4,33,20,35,0
138,25032003,24,42,11,2,3,1,0,16,35,40,5,36,21,0
139,28032003,42,48,44,13,29,19,0,17,18,8,7,50,32,0
140,01042003,8,44,4,43,47,46,0,12,7,47,19,17,32,0
141,04042003,15,32,33,42,27,43,0,9,42,19,39,36,15,0
142,08042003,36,6,38,20,5,45,0,34,5,7,46,43,14,0
143,11042003,6,19,49,1,44,32,0,25,35,43,21,39,47,0
144,15042003,45,35,21,8,42,49,0,24,42,28,33,6,35,0
145,18042003,29,43,12,15,19,47,0,12,42,38,31,26,2,0
146,22042003,47,8,34,42,11,14,0,47,9,11,28,32,7,0
147,25042003,44,34,40,9,5,33,0,5,21,32,12,43,27,0
148,29042003,28,9,48,27,32,49,0,44,34,19,1,11,18,0
149,02052003,37,39,50,18,41,31,0,27,41,20,24,38,5,0
150,06052003,10,50,3,27,13,5,0,47,48,10,50,34,29,0
151,09052003,37,27,22,41,12,20,0,6,44,28,13,29,1,0
152,13052003,42,49,8,24,47,25,0,40,26,23,45,41,27,0
153,16052003,41,8,21,3,38,15,0,31,24,37,28,9,43,0
154,20052003,19,13,17,1,2,4,0,20,12,19,46,26,25,0
155,23052003,7,22,3,31,25,37,0,21,32,26,12,9,19,0
156,27052003,8,19,37,21,46,32,0,33,20,4,18,46,10,0
157,30052003,22,27,36,45,35,9,0,12,26,16,7,1,23,0
158,03062003,38,2,14,10,29,20,0,29,41,22,39,2,30,0
159,06062003,42,21,37,12,3,28,0,3,47,4,40,10,11,0
160,10062003,37,19,6,27,34,38,0,19,38,45,17,3,35,0
161,13062003,24,29,44,9,26,35,0,7,11,25,36,30,49,0
162,17062003,40,38,43,44,39,31,0,23,13,14,39,27,8,0
163,20062003,19,34,25,20,15,46,0,4,20,16,35,49,22,0
164,24062003,40,41,47,23,45,4,0,26,50,33,27,19,20,0
165,27062003,11,26,49,16,44,6,0,7,38,19,35,20,26,0
166,01072003,27,36,40,39,41,47,0,49,50,16,9,11,6,0
167,04072003,12,21,11,33,17,14,0,50,2,39,26,35,16,0
168,08072003,21,29,20,17,7,14,0,41,49,8,32,31,17,0
169,11072003,38,46,1,22,23,12,0,4,32,27,20,12,36,0
170,15072003,42,49,16,33,29,4,0,12,23,43,16,18,47,0
171,18072003,35,31,16,43,21,25,0,23,21,46,45,33,25,0
172,22072003,6,11,47,25,42,34,0,15,34,12,16,2,28,0
173,25072003,14,25,44,27,3,22,0,16,49,35,15,44,26,0
174,29072003,11,9,29,12,19,34,0,10,15,43,50,28,12,0
175,01082003,48,2,15,45,44,28,0,12,6,22,43,37,1,0
176,05082003,46,21,22,9,29,19,0,39,31,10,48,6,27,0
177,08082003,20,23,33,31,13,36,0,44,40,28,47,7,49,0
178,12082003,7,10,14,8,44,21,0,18,49,9,41,15,29,0
179,15082003,18,21,15,13,29,33,0,11,36,20,16,40,17,0
180,19082003,2,9,42,35,38,20,0,21,31,26,9,28,33,0
181,22082003,19,33,3,25,30,49,0,49,38,11,30,25,28,0
182,26082003,3,17,45,49,42,26,0,13,23,11,16,22,5,0
183,29082003,39,49,24,26,42,21,0,6,36,16,10,38,13,0
184,02092003,39,19,47,46,8,44,0,14,24,28,7,17,48,0
185,05092003,42,10,49,46,31,44,0,7,19,43,8,29,4,0
186,09092003,14,15,30,1,22,36,0,22,9,41,20,27,50,0
187,12092003,10,9,26,11,37,4,0,11,10,42,2,12,37,0
188,16092003,9,33,2,49,6,24,0,24,48,37,35,3,28,0
189,19092003,1,17,3,18,25,33,0,18,27,30,47,49,17,0
190,23092003,2,11,45,36,43,29,0,25,49,2,47,3,48,0
191,26092003,31,43,3,37,35,34,0,2,41,11,10,9,27,0
192,30092003,21,23,9,31,2,19,0,5,27,28,33,3,44,0
193,03102003,40,47,46,16,41,6,0,13,17,44,30,46,36,0
194,07102003,12,18,2,6,19,13,0,26,32,47,4,36,20,0
195,10102003,5,30,32,42,34,20,0,6,5,12,23,40,25,0
196,14102003,43,32,45,28,23,42,0,33,29,40,23,45,21,0
197,17102003,18,3,12,40,31,13,0,12,33,4,29,16,35,0
198,21102003,35,39,30,38,43,7,0,7,39,44,38,31,25,0
199,24102003,25,48,1,40,11,33,0,2,39,46,29,19,38,0
200,28102003,23,8,29,4,6,36,0,39,50,38,23,34,32,0
201,31102003,49,43,31,44,8,32,0,13,41,42,20,49,44,0
202,04112003,1,41,3,18,38,5,0,17,49,33,8,21,46,0
203,07112003,37,40,36,44,24,12,0,46,36,37,43,34,21,0
204,11112003,40,6,28,39,2,34,0,44,36,34,41,3,35,0
205,14112003,45,8,35,48,28,33,0,8,37,4,44,50,23,0
206,18112003,21,7,45,8,16,26,0,46,30,4,42,12,10,0
207,21112003,15,36,27,12,16,43,0,44,13,35,30,38,45,0
208,25112003,46,10,39,18,9,38,0,28,47,31,49,48,36,0
209,28112003,10,36,2,30,47,23,0,2,38,5,42,30,35,0
210,02122003,4,29,39,38,20,42,0,22,25,37,11,36,45,0
211,05122003,10,31,36,13,25,28,0,10,29,40,47,14,3,0
212,09122003,19,34,8,40,29,17,0,27,22,17,49,13,14,0
213,12122003,13,35,4,18,12,8,0,49,47,42,19,7,15,0
214,16122003,34,21,47,12,22,20,0,35,2,42,47,14,36,0
215,19122003,40,11,44,18,25,8,0,11,30,21,42,2,3,0
216,23122003,39,21,33,40,50,15,0,19,18,15,50,39,13,0
217,26122003,2,18,36,37,26,5,0,40,15,35,3,20,30,0
218,30122003,19,34,30,7,41,37,0,41,36,18,17,46,28,0
219,02012004,3,21,13,29,35,4,0,4,22,18,43,25,17,0
220,06012004,6,33,11,5,31,19,0,47,24,18,41,50,42,0
221,09012004,17,21,34,33,39,16,0,2,1,14,37,19,32,0
222,13012004,15,28,43,35,11,41,0,45,12,31,8,50,10,0
223,16012004,44,3,14,13,26,45,0,48,17,25,50,14,24,0
224,20012004,26,7,1,44,13,42,0,38,36,10,2,34,39,0
225,23012004,25,47,13,28,49,45,0,36,44,12,47,29,48,0
226,27012004,28,35,3,44,20,47,0,22,29,31,32,3,24,0
227,30012004,1,19,10,33,14,40,0,30,14,22,39,26,21,0
228,03022004,3,12,30,21,14,11,0,15,39,50,26,8,22,0
229,06022004,5,28,48,8,30,19,0,46,9,10,6,23,37,0
230,10022004,12,5,47,26,21,45,0,33,34,6,46,1,7,0
231,13022004,12,41,26,36,4,5,0,15,25,46,22,18,6,0
232,17022004,27,47,12,14,48,44,0,7,32,46,27,48,21,0
233,20022004,5,43,24,27,38,25,0,5,2,19,6,48,27,0
234,27022004,35,29,22,4,36,47,0,37,2,47,48,44,42,0
235,02032004,18,22,45,13,25,21,0,19,11,10,35,13,39,0
236,05032004,18,35,16,26,25,21,0,10,23,46,3,20,15,0
237,09032004,43,14,24,29,28,26,0,45,36,9,44,4,14,0
238,12032004,45,14,7,24,6,48,0,37,8,43,27,49,13,0
239,16032004,42,1,45,37,7,16,0,45,33,14,38,9,48,0
240,19032004,44,31,34,17,47,27,0,21,26,1,13,9,16,0
241,23032004,5,45,18,3,16,48,0,41,48,31,16,46,25,0
242,26032004,3,14,25,13,16,26,0,11,35,49,17,1,5,0
243,30032004,40,16,39,17,31,3,0,13,19,6,32,12,20,0
244,02042004,44,17,41,26,31,42,0,46,17,29,24,47,23,0
245,06042004,20,43,2,40,46,5,0,33,43,12,18,34,9,0
246,13042004,38,21,27,11,50,26,0,12,31,37,2,1,50,0
247,16042004,2,47,46,18,24,12,0,6,13,50,48,19,31,0
248,20042004,22,13,41,23,14,10,0,26,11,39,44,23,48,0
249,23042004,48,7,4,8,11,46,0,17,43,32,29,21,23,0
250,27042004,31,23,48,18,28,14,0,45,47,34,17,35,8,0
251,30042004,6,47,4,1,43,35,0,49,1,21,24,38,39,0
252,04052004,14,19,36,42,31,5,0,38,47,12,34,18,19,0
253,07052004,25,43,12,3,5,13,0,7,6,43,11,39,38,0
254,11052004,41,14,18,40,21,29,0,9,43,47,28,42,41,0
255,14052004,47,33,24,37,25,39,0,4,15,5,29,43,31,0
256,18052004,30,35,47,29,34,7,0,2,41,44,45,12,6,0
257,21052004,11,48,23,5,33,46,0,29,26,48,2,3,5,0
258,25052004,32,19,21,35,48,29,0,22,17,48,37,31,29,0
259,28052004,22,29,40,28,10,17,0,41,37,15,20,31,48,0
260,01062004,5,40,35,18,26,42,0,49,26,6,30,40,5,0
261,04062004,20,30,15,27,40,26,0,28,17,48,36,3,39,0
262,08062004,25,9,23,36,44,50,0,20,7,49,35,2,28,0
263,11062004,30,15,48,17,11,42,0,36,1,6,13,43,25,0
264,15062004,38,5,13,41,4,30,0,22,43,39,24,31,23,0
265,18062004,17,48,3,21,47,15,0,43,48,28,1,46,31,0
266,22062004,12,33,9,16,10,47,0,26,17,6,43,3,14,0
267,25062004,24,36,14,46,7,3,0,23,3,50,34,4,27,0
268,29062004,17,33,41,26,45,34,0,5,29,36,32,50,34,0
269,02072004,16,44,34,18,29,4,0,27,36,37,45,47,6,0
270,06072004,48,49,11,7,1,31,0,16,34,41,32,15,44,0
271,09072004,12,17,48,29,39,30,0,20,28,41,32,43,50,0
272,13072004,27,12,11,17,9,13,0,12,26,29,4,13,33,0
273,16072004,14,44,30,41,19,16,0,32,47,9,45,12,27,0
274,20072004,46,27,20,11,15,38,0,37,14,29,11,8,18,0
275,23072004,5,12,31,42,45,20,0,30,14,28,45,1,12,0
276,27072004,50,1,14,23,26,47,0,35,14,6,15,34,16,0
277,30072004,29,7,2,39,35,38,0,34,24,29,38,4,43,0
278,03082004,10,48,8,21,25,17,0,12,25,2,16,29,19,0
279,06082004,43,21,18,49,50,46,0,9,39,30,18,19,20,0
280,10082004,40,46,43,24,33,20,0,17,48,23,10,29,35,0
281,13082004,40,27,13,45,14,5,0,10,17,12,30,20,49,0
282,17082004,26,31,32,41,34,23,0,48,38,9,26,39,37,0
283,20082004,4,26,47,18,11,29,0,4,43,39,3,17,15,0
284,24082004,44,34,8,27,39,20,0,15,13,7,3,35,34,0
285,27082004,7,23,9,8,5,43,0,10,41,20,24,16,49,0
286,31082004,25,3,50,32,38,46,0,49,19,21,3,25,16,0
287,03092004,1,31,36,34,35,3,0,11,9,20,41,23,45,0
288,10092004,11,5,25,32,35,15,0,28,10,47,48,36,39,0
289,14092004,12,33,36,49,45,21,0,43,48,25,21,22,7,0
290,17092004,4,24,41,35,10,11,0,15,26,7,13,5,28,0
291,21092004,11,49,41,35,6,37,0,45,13,25,9,26,35,0
292,24092004,15,34,11,43,36,2,0,16,41,34,43,27,26,0
293,28092004,40,7,12,9,41,42,0,8,47,19,21,42,37,0
294,01102004,46,2,9,6,16,29,0,3,46,24,29,33,30,0
295,05102004,40,16,15,5,30,21,0,49,10,22,48,30,41,0
296,08102004,22,28,14,2,40,11,0,36,48,35,25,33,24,0
297,15102004,10,40,49,9,44,8,0,24,43,15,27,6,42,0
298,19102004,33,4,11,20,43,14,0,47,37,44,9,50,36,0
299,22102004,44,2,25,36,45,16,0,42,20,33,4,2,5,0
300,26102004,37,22,46,14,2,42,0,12,8,49,15,35,45,0
301,29102004,33,1,41,6,13,45,0,33,14,35,13,5,43,0
302,05112004,15,31,12,44,13,37,0,9,30,1,27,42,32,0
303,09112004,28,41,24,32,25,36,0,33,1,12,3,46,24,0
304,12112004,42,24,47,18,8,12,0,43,4,42,50,29,18,0
305,16112004,6,3,19,30,2,49,0,18,47,13,11,15,21,0
306,19112004,32,36,29,26,50,49,0,28,6,11,36,22,35,0
307,23112004,28,49,5,16,26,8,0,18,48,30,1,46,45,0
308,26112004,31,30,10,32,1,34,0,49,35,36,48,29,28,0
309,30112004,20,44,9,2,23,10,0,32,33,23,10,31,29,0
310,03122004,31,14,16,15,29,49,0,36,8,28,45,7,44,0
311,07122004,36,12,28,19,35,9,0,34,8,27,18,16,6,0
312,10122004,45,49,15,35,19,29,0,47,46,6,36,43,30,0
313,14122004,43,9,7,18,15,42,0,16,37,2,10,32,35,0
314,17122004,36,18,17,40,32,23,0,26,15,10,48,44,46,0
315,21122004,5,39,46,49,34,4,0,24,5,26,2,42,30,0
316,28122004,33,8,20,42,4,11,0,25,10,15,50,48,22,0
317,04012005,41,20,50,14,23,32,0,12,38,29,33,45,49,0
318,07012005,14,32,42,34,44,41,0,39,46,30,29,32,19,0
319,11012005,13,6,33,26,15,23,0,37,20,42,1,35,24,0
320,14012005,47,6,50,45,12,14,0,26,7,46,49,28,15,0
321,18012005,6,34,16,47,23,29,0,44,11,16,26,48,2,0
322,21012005,23,15,3,39,35,12,0,42,49,7,34,15,17,0
323,25012005,5,48,25,40,27,45,0,49,35,12,8,2,42,0
324,28012005,31,35,9,23,38,45,0,39,12,46,29,1,33,0
325,01022005,39,23,25,1,30,10,0,11,16,23,9,43,19,0
326,04022005,47,49,38,17,33,18,0,19,4,31,25,44,50,0
327,11022005,5,33,34,23,26,19,0,32,38,8,33,50,39,0
328,15022005,39,37,7,25,18,21,0,46,50,40,35,12,27,0
329,18022005,14,21,42,32,9,3,0,32,18,11,27,50,28,0
330,22022005,30,48,6,44,4,18,0,29,39,42,30,7,17,0
331,25022005,16,29,11,41,47,6,0,28,33,31,20,14,15,0
332,01032005,47,31,24,14,44,29,0,22,2,32,50,25,1,0
333,04032005,33,19,4,27,39,1,0,22,8,25,11,27,38,0
334,08032005,41,47,38,18,34,20,0,14,2,26,49,20,4,0
335,11032005,50,26,49,8,21,32,0,4,47,37,21,38,17,0
336,15032005,39,25,14,36,11,27,0,5,20,50,40,23,33,0
337,18032005,30,35,14,20,4,1,0,20,26,6,3,30,33,0
338,22032005,47,45,30,7,6,11,0,39,18,6,16,48,34,0
339,29032005,50,25,38,1,11,28,0,28,3,45,40,48,22,0
340,01042005,8,39,49,42,11,30,0,44,7,4,48,37,35,0
341,05042005,37,49,33,30,3,26,0,33,41,43,47,5,21,0
342,08042005,17,45,31,46,44,42,0,11,37,48,12,49,29,0
343,12042005,15,37,43,8,28,20,0,46,5,22,26,15,8,0
344,15042005,45,20,28,7,24,38,0,46,48,22,40,4,38,0
345,19042005,4,18,14,37,46,39,0,13,29,34,38,49,9,0
346,22042005,17,38,47,18,50,48,0,48,50,29,45,28,4,0
347,26042005,20,42,35,11,39,33,0,19,1,45,7,46,4,0
348,29042005,3,40,1,4,15,25,0,11,25,13,8,7,36,0
349,03052005,19,22,43,8,31,20,0,39,1,26,23,31,46,0
350,06052005,28,31,23,40,4,1,0,3,43,42,31,41,4,0
351,10052005,35,16,27,14,49,19,0,44,5,28,33,40,1,0
352,13052005,19,24,28,16,10,39,0,11,23,40,5,30,48,0
353,17052005,18,31,26,40,24,4,0,23,25,19,6,29,43,0
354,20052005,38,4,44,40,21,31,0,45,47,39,49,38,7,0
355,24052005,50,1,44,10,26,9,0,23,9,1,18,34,14,0
356,27052005,17,47,31,28,42,36,0,48,11,23,1,34,15,0
357,31052005,22,41,21,11,40,42,0,14,19,10,23,3,49,0
358,03062005,21,17,7,44,13,26,0,26,1,40,38,44,27,0
359,07062005,33,50,27,42,44,13,0,23,50,2,22,45,24,0
360,10062005,33,30,6,43,48,13,0,23,6,27,32,1,14,0
361,14062005,27,32,38,28,30,20,0,21,2,18,20,49,31,0
362,17062005,45,47,1,19,24,33,0,31,10,45,8,29,16,0
363,21062005,23,9,10,38,36,39,0,39,49,13,9,10,27,0
364,24062005,14,13,48,1,8,37,0,8,22,9,37,3,33,0
365,28062005,15,22,34,31,37,36,0,36,16,14,4,43,12,0
366,01072005,3,46,26,6,35,42,0,22,46,42,18,50,1,0
367,05072005,50,15,31,48,40,4,0,8,13,7,6,46,36,0
368,08072005,9,10,46,25,5,31,0,36,41,17,4,18,37,0
369,12072005,31,47,1,25,5,11,0,45,31,17,38,5,30,0
370,15072005,9,33,39,43,49,6,0,47,4,26,2,25,45,0
371,19072005,15,22,17,30,6,41,0,29,19,23,30,16,33,0
372,22072005,42,27,45,19,36,46,0,9,40,38,41,11,22,0
373,26072005,17,14,29,10,31,41,0,1,6,28,41,10,3,0
374,29072005,3,41,10,22,37,50,0,43,26,39,19,6,48,0
375,02082005,35,15,33,34,8,28,0,17,9,7,21,1,25,0
376,05082005,34,29,43,17,15,32,0,48,49,6,17,38,47,0
377,09082005,40,34,43,31,15,8,0,3,42,37,15,38,40,0
378,12082005,17,25,30,19,8,43,0,17,15,18,29,47,23,0
379,16082005,8,13,25,44,6,9,0,48,32,42,14,7,30,0
380,20082005,45,40,39,12,41,36,0,48,11,33,26,18,49,0
381,23082005,13,41,8,39,31,20,0,7,13,3,15,31,44,0
382,26082005,38,14,35,30,47,50,0,50,28,19,14,48,17,0
383,30082005,23,20,15,12,32,37,0,4,34,31,47,6,13,0
384,02092005,45,27,9,48,43,40,0,6,13,32,5,8,21,0
385,06092005,23,5,37,6,50,15,0,32,38,10,26,14,18,0
386,09092005,19,15,10,9,24,38,0,7,3,38,26,18,6,0
387,13092005,46,15,33,11,23,26,0,24,35,26,39,22,44,0
388,16092005,3,42,9,32,15,16,0,18,33,24,35,29,47,0
389,20092005,22,40,49,35,34,47,0,1,4,16,7,38,26,0
390,23092005,14,19,35,21,5,28,0,48,22,29,8,19,23,0
391,27092005,4,37,28,42,38,26,0,46,2,29,1,42,37,0
392,30092005,32,38,43,33,17,16,0,35,48,16,13,36,15,0
393,04102005,27,3,43,48,2,16,0,23,48,49,39,42,18,0
394,07102005,27,3,22,46,34,13,0,20,47,43,29,27,41,0
395,11102005,31,29,2,40,1,47,0,35,40,14,24,47,19,0
396,14102005,8,12,29,18,1,33,0,18,39,9,2,17,14,0
397,18102005,48,24,10,25,49,20,0,22,29,3,16,38,12,0
398,21102005,34,9,21,33,10,8,0,21,34,12,7,2,38,0
399,25102005,10,48,4,7,15,12,0,5,8,14,44,31,11,0
400,28102005,49,44,11,32,50,40,0,42,29,15,5,13,7,0
401,01112005,22,20,12,18,30,31,0,42,26,39,22,17,15,0
402,04112005,8,32,11,16,41,1,0,14,3,49,40,41,13,0
403,08112005,46,19,37,11,30,34,0,30,43,35,11,50,37,0
404,11112005,18,3,41,29,46,37,0,26,19,43,20,42,46,0
405,18112005,26,19,3,18,33,5,0,25,23,16,5,42,48,0
406,22112005,45,34,7,49,30,19,0,9,20,34,46,33,44,0
407,25112005,34,20,15,16,31,23,0,40,22,27,3,43,46,0
408,29112005,22,33,23,35,45,50,0,32,28,3,45,24,14,0
409,02122005,26,41,10,46,39,44,0,18,20,21,6,5,27,0
410,06122005,19,37,23,15,21,7,0,31,10,2,12,43,37,0
411,09122005,28,14,48,32,47,11,0,48,7,42,33,8,39,0
