57,29032009,56,23,41,31,61,67,12,x
58,04042009,30,9,47,38,4,32,71,x
59,11042009,27,9,30,2,72,61,38,x
60,18042009,55,53,39,69,24,23,54,x
61,25042009,14,70,4,50,41,64,42,x
62,02052009,59,16,80,69,19,70,33,x
63,09052009,13,17,45,62,56,29,48,x
64,16052009,77,64,44,51,71,56,40,x
65,23052009,11,28,72,79,59,36,14,x
66,30052009,16,4,17,24,71,31,59,x
67,06062009,70,13,20,32,74,79,21,x
68,13062009,80,52,4,41,24,13,49,x
69,20062009,78,5,55,10,71,8,38,x
70,27062009,6,45,8,19,46,73,18,x
71,04072009,28,52,27,3,78,9,8,x
72,11072009,1,21,55,6,26,40,36,x
73,18072009,39,7,3,75,57,42,48,x
74,25072009,51,25,60,40,20,3,31,x
75,01082009,50,59,52,12,6,22,72,x
76,08082009,51,25,64,46,34,52,76,x
77,15082009,23,19,20,44,49,64,57,x
78,22082009,38,56,22,44,48,39,52,x
79,29082009,8,80,37,46,52,39,2,x
80,05092009,43,15,8,48,44,42,20,x
81,12092009,66,12,7,80,15,6,68,x
82,19092009,30,46,42,43,57,64,63,x
83,26092009,62,28,25,52,11,78,48,x
84,03102009,4,7,10,73,34,3,27,x
85,10102009,50,67,9,21,17,36,64,x
86,17102009,71,80,41,23,19,32,55,x
87,24102009,55,21,11,37,72,34,25,x
88,31102009,60,9,75,19,65,40,18,x
89,07112009,41,4,8,62,72,73,10,x
90,14112009,73,65,68,71,76,44,69,x
91,21112009,17,5,76,12,25,57,52,x
92,28112009,62,9,40,39,1,4,56,x
93,05122009,46,60,47,8,17,4,30,x
94,12122009,52,46,34,12,56,79,7,x
95,19122009,67,34,74,73,30,36,13,x
96,26122009,9,4,51,20,32,80,36,x
97,09012010,60,4,45,40,15,66,38,x
98,16012010,35,28,41,71,40,5,50,x
99,23012010,12,52,63,60,28,66,5,x
100,30012010,38,36,74,58,72,70,14,x
101,06022010,1,76,80,46,63,59,60,x
102,13022010,28,49,34,77,45,26,48,x
103,20022010,21,3,80,16,42,71,7,x
104,27022010,4,66,62,69,58,61,80,x
105,06032010,10,2,51,75,52,3,17,x
106,13032010,19,11,18,17,59,73,75,x
107,20032010,58,13,38,46,6,9,80,x
108,27032010,34,38,26,5,79,78,20,x
109,03042010,12,51,10,68,8,15,66,x
110,10042010,42,41,63,3,14,59,24,x
111,17042010,2,1,67,69,13,31,8,x
112,24042010,50,70,39,60,5,67,7,x
113,30042010,39,17,75,24,4,69,77,x
114,08052010,17,68,60,79,44,77,18,x
115,15052010,35,72,20,55,49,3,54,x
116,22052010,12,62,65,34,4,24,54,x
117,29052010,51,76,40,79,61,10,33,x
118,05062010,60,30,68,59,66,29,42,x
119,12062010,72,11,56,44,19,28,41,x
120,19062010,14,1,73,44,7,46,51,x
121,26062010,67,31,47,8,35,43,76,x
122,03072010,64,67,52,70,48,49,69,x
123,10072010,54,60,3,17,61,37,56,x
124,17072010,46,16,43,70,1,71,20,x
125,21072010,25,72,5,19,41,56,69,x
126,24072010,37,17,64,23,72,30,16,x
127,28072010,48,79,1,78,19,9,35,x
128,31072010,70,27,20,78,38,8,16,x
129,04082010,10,69,8,22,28,55,70,x
130,07082010,45,76,30,68,12,51,57,x
131,11082010,41,11,4,42,40,39,24,x
132,14082010,26,66,36,19,71,39,78,x
133,18082010,62,14,26,4,20,52,66,x
134,21082010,49,2,4,78,51,60,75,x
135,25082010,23,49,62,8,9,55,58,x
136,28082010,13,11,52,22,41,3,36,x
137,01092010,15,32,50,70,58,71,26,x
138,04092010,60,18,17,33,71,40,34,x
139,08092010,61,11,27,35,31,44,1,x
140,11092010,27,47,26,74,25,66,36,x
141,15092010,26,63,55,47,62,72,21,x
142,18092010,55,65,76,79,40,61,80,x
143,22092010,61,4,5,60,26,62,1,x
144,25092010,12,32,61,31,75,80,70,x
145,29092010,67,35,2,55,74,75,65,x
146,02102010,27,79,46,56,15,43,53,x
147,06102010,49,61,78,70,69,12,76,x
148,09102010,70,30,27,39,49,73,78,x
149,13102010,13,29,61,63,62,15,46,x
150,16102010,8,63,61,10,17,40,79,x
151,20102010,1,79,65,41,62,47,45,x
152,23102010,20,8,2,65,16,27,51,x
153,27102010,3,46,15,10,80,57,20,x
154,30102010,14,22,1,6,36,19,52,x
155,03112010,28,23,55,48,71,21,67,x
156,06112010,77,50,49,70,27,69,19,x
157,10112010,26,67,29,54,78,63,73,x
158,13112010,35,30,9,26,28,19,53,x
159,17112010,12,76,29,56,70,2,28,x
160,20112010,71,34,35,45,55,16,7,x
161,24112010,55,70,56,47,80,59,52,x
162,27112010,50,10,23,47,44,34,72,x
163,01122010,23,62,27,80,22,77,51,x
164,04122010,31,36,10,63,33,7,49,x
165,08122010,39,31,67,45,13,62,80,x
166,11122010,4,75,51,72,48,71,53,x
167,15122010,59,29,40,24,8,10,30,x
168,18122010,79,74,47,31,4,20,15,x
169,22122010,66,23,39,63,24,51,12,x
170,24122010,20,55,64,27,56,11,51,x
171,29122010,9,71,55,64,26,23,35,x
172,31122010,57,26,47,74,12,32,13,x
173,05012011,70,34,10,68,6,74,59,x
174,08012011,35,48,1,4,14,24,3,x
175,12012011,66,13,30,59,5,32,67,x
176,15012011,66,25,80,40,34,50,52,x
177,19012011,25,34,30,62,59,80,12,x
178,22012011,27,39,80,71,50,11,72,x
179,26012011,1,38,51,68,63,60,69,x
180,29012011,56,36,16,73,35,32,74,x
181,02022011,15,6,63,33,80,32,54,x
182,05022011,37,3,30,61,51,2,57,x
183,09022011,39,36,51,71,24,32,16,x
184,12022011,55,25,36,59,62,48,74,x
185,16022011,41,62,59,26,7,45,50,x
186,19022011,30,55,13,29,31,75,34,x
187,23022011,76,80,30,7,11,61,77,x
188,26022011,78,79,29,27,77,73,28,x
189,02032011,53,20,17,31,12,27,35,x
190,05032011,70,65,23,71,73,68,4,x
191,09032011,42,34,41,24,27,79,33,x
192,12032011,71,67,27,14,28,38,7,x
193,16032011,14,13,45,68,75,27,31,x
194,19032011,63,33,24,8,72,45,61,x
195,23032011,62,53,8,40,21,52,13,x
196,26032011,70,24,11,67,78,5,41,x
197,30032011,4,11,16,24,55,66,79,x
198,02042011,69,37,8,30,45,54,64,x
199,06042011,46,16,17,57,56,60,47,x
200,09042011,75,79,27,36,31,9,23,x
201,13042011,30,50,27,78,37,3,40,x
202,16042011,67,60,76,65,41,73,25,x
203,20042011,77,61,8,67,73,65,19,x
204,23042011,21,36,25,78,44,67,45,x
205,27042011,21,66,35,29,33,41,18,x
206,30042011,71,2,36,77,30,66,11,x
207,04052011,59,19,57,55,67,39,61,x
208,07052011,12,11,15,7,4,70,13,x
209,11052011,10,47,73,77,33,67,54,x
210,14052011,61,38,60,51,17,52,26,x
211,18052011,39,26,5,32,23,56,36,x
212,21052011,13,35,49,51,43,19,22,x
213,25052011,35,14,6,52,23,28,12,x
214,28052011,17,12,66,56,70,6,71,x
215,01062011,1,50,78,48,4,42,17,x
216,04062011,55,65,9,41,4,15,57,x
217,08062011,31,57,48,21,4,13,72,x
218,11062011,2,74,20,28,48,32,60,x
219,15062011,54,65,42,19,35,60,45,x
220,18062011,5,28,65,32,23,9,25,x
221,22062011,34,79,44,74,38,59,6,x
222,25062011,3,2,61,56,7,11,65,x
223,29062011,55,18,72,56,59,10,5,x
224,02072011,16,14,74,21,20,28,17,x
225,06072011,45,37,61,2,26,47,30,x
226,09072011,39,29,19,16,45,67,71,x
227,13072011,27,62,3,75,44,63,34,x
228,16072011,34,76,39,59,13,25,55,x
229,20072011,26,47,10,51,24,11,36,x
230,23072011,69,25,4,19,54,35,63,x
231,27072011,41,55,18,17,62,50,30,x
232,30072011,63,28,21,64,60,65,75,x
233,03082011,16,41,68,78,11,56,32,x
234,06082011,8,22,35,62,30,23,2,x
235,10082011,72,36,48,43,66,60,11,x
236,13082011,21,39,6,69,29,35,62,x
237,17082011,10,40,11,78,29,47,34,x
238,20082011,30,25,70,28,26,76,63,x
239,24082011,37,43,58,74,15,8,5,x
240,27082011,23,41,19,54,51,29,63,x
241,31082011,55,25,30,18,16,10,4,x
242,03092011,41,6,46,73,54,48,23,x
243,08092011,47,15,77,49,40,52,1,x
244,10092011,73,10,53,50,76,32,70,x
245,14092011,39,69,79,25,41,77,34,x
246,17092011,51,2,35,75,63,13,55,x
247,21092011,39,61,13,11,66,62,34,x
248,24092011,80,43,23,72,16,51,14,x
249,28092011,31,61,9,27,16,72,22,x
250,01102011,78,37,22,20,60,49,14,x
251,05102011,59,80,39,75,65,1,16,x
252,08102011,35,16,1,65,33,13,43,x
253,13102011,67,73,48,39,41,17,35,x
254,15102011,66,19,45,50,31,71,28,x
255,19102011,75,14,26,10,3,31,51,x
256,22102011,13,73,67,57,31,44,46,x
257,26102011,47,41,80,61,48,13,58,x
258,29102011,29,60,55,56,19,25,74,x
259,03112011,54,75,13,47,30,15,73,x
260,05112011,62,2,36,42,29,3,14,x
261,09112011,32,74,1,21,4,24,49,x
262,12112011,50,2,24,58,80,61,72,x
263,16112011,13,3,16,61,25,71,38,x
264,19112011,58,7,26,6,79,67,78,x
265,23112011,15,78,56,37,36,34,44,x
266,26112011,41,13,66,46,52,19,35,x
267,30112011,61,32,71,16,5,15,59,x
268,03122011,39,52,18,1,70,27,7,x
269,07122011,73,59,79,68,56,65,40,x
270,10122011,15,51,40,50,41,54,5,x
271,14122011,67,77,47,74,56,50,26,x
272,17122011,14,40,6,4,78,10,18,x
273,21122011,66,58,60,52,70,48,11,x
274,24122011,36,9,60,26,78,34,5,x
275,28122011,75,24,18,8,57,58,41,x
276,31122011,31,52,57,33,59,71,60,x
277,04012012,47,7,22,60,3,67,23,x
278,07012012,8,16,7,54,72,60,18,x
279,11012012,75,6,49,74,34,18,65,x
280,14012012,11,72,35,61,7,9,74,x
281,18012012,5,80,23,40,48,22,46,x
282,21012012,40,79,26,7,72,17,23,x
283,25012012,66,40,11,69,36,28,18,x
284,28012012,7,37,9,50,47,63,73,x
285,01022012,71,25,8,11,67,47,26,x
286,04022012,61,38,6,39,27,40,30,x
287,08022012,1,22,18,26,55,50,36,x
288,11022012,33,32,52,56,3,54,75,x
289,15022012,58,21,47,37,45,4,64,x
290,18022012,57,38,58,52,28,21,19,x
291,22022012,57,21,39,47,22,64,10,x
292,25022012,6,23,59,71,58,57,11,x
293,01032012,46,34,33,69,21,51,18,x
294,03032012,39,13,54,40,23,16,42,x
295,07032012,16,26,48,10,31,13,11,x
296,10032012,35,60,13,80,15,10,5,x
297,14032012,42,31,20,17,34,15,37,x
298,17032012,12,19,11,21,75,26,7,x
299,21032012,72,4,3,68,71,12,30,x
300,24032012,71,28,21,69,48,59,6,x
301,28032012,27,57,65,41,71,26,13,x
302,31032012,74,32,6,3,17,5,35,x
303,04042012,80,50,24,55,10,48,52,x
304,07042012,2,59,27,68,80,42,58,x
305,11042012,49,35,41,75,24,31,32,x
306,14042012,40,70,73,53,51,63,32,x
307,18042012,13,65,5,61,49,72,80,x
308,20042012,61,8,17,2,70,47,7,x
309,25042012,9,2,33,16,38,67,24,x
310,28042012,70,20,9,66,32,65,19,x
311,02052012,3,56,21,33,69,29,12,x
312,05052012,17,45,64,11,5,12,43,x
313,09052012,42,33,52,73,19,71,58,x
314,12052012,48,30,10,32,44,54,35,x
315,16052012,52,4,6,63,60,58,51,x
316,19052012,32,25,33,27,44,75,14,x
317,23052012,72,60,21,40,70,6,65,x
318,26052012,9,43,3,66,27,80,33,x
319,30052012,31,60,22,18,70,55,21,x
320,02062012,54,10,39,55,35,69,43,x
321,06062012,16,76,24,60,66,71,46,x
322,09062012,66,19,46,50,3,65,34,x
323,13062012,6,41,31,34,25,24,46,x
324,16062012,74,12,47,55,25,28,39,x
325,20062012,70,68,3,2,31,57,67,x
326,23062012,16,23,5,45,60,56,20,x
327,27062012,13,64,9,59,63,12,35,x
328,30062012,29,25,65,73,69,38,55,x
329,04072012,73,67,61,71,63,79,21,x
330,07072012,42,30,25,79,32,4,35,x
331,11072012,11,5,57,71,16,47,41,x
332,14072012,30,6,63,7,45,34,10,x
333,18072012,25,5,16,60,64,65,45,x
334,21072012,45,18,76,80,66,2,48,x
335,25072012,26,32,36,20,33,58,76,x
336,28072012,79,75,5,40,7,45,25,x
337,01082012,41,71,24,37,40,54,57,x
338,04082012,66,54,68,79,48,18,4,x
339,08082012,41,49,7,33,50,45,20,x
340,11082012,57,19,73,26,75,63,5,x
341,15082012,60,71,33,31,27,43,12,x
342,18082012,31,57,12,13,40,47,18,x
343,22082012,46,80,14,6,3,57,47,x
344,25082012,63,8,30,22,42,39,45,x
345,29082012,22,76,40,54,25,32,4,x
346,01092012,13,22,38,76,12,33,72,x
347,05092012,79,22,21,33,45,7,2,x
348,08092012,45,11,18,42,77,55,57,x
349,12092012,29,21,45,80,58,54,72,x
350,15092012,43,39,6,68,14,13,70,x
351,19092012,54,61,4,52,1,59,18,x
352,22092012,47,70,59,6,19,52,1,x
353,26092012,38,25,66,44,65,74,6,x
354,29092012,79,8,80,22,63,57,37,x
355,03102012,57,16,33,24,72,10,73,x
356,06102012,70,62,25,13,4,28,6,x
357,10102012,2,36,16,39,18,53,66,x
358,13102012,64,11,80,21,23,46,73,x
359,17102012,78,17,65,14,64,1,28,x
360,20102012,10,69,31,33,42,4,21,x
361,24102012,24,50,16,29,79,77,75,x
362,27102012,33,38,64,61,55,6,37,x
363,31102012,37,70,7,49,63,66,44,x
364,03112012,8,78,60,62,47,1,19,x
365,07112012,61,20,73,33,58,49,9,x
366,10112012,75,12,11,52,13,65,51,x
367,14112012,53,66,68,20,4,3,63,x
368,17112012,18,32,58,59,2,17,71,x
369,21112012,8,2,24,4,50,33,65,x
370,24112012,49,78,52,11,48,12,63,x
371,28112012,11,44,55,20,57,43,37,x
372,01122012,53,62,15,25,80,76,77,x
373,05122012,47,53,48,22,66,80,15,x
374,08122012,20,71,26,25,32,23,47,x
375,12122012,12,19,29,15,65,51,9,x
376,15122012,52,74,11,16,53,23,20,x
377,19122012,56,11,69,79,43,4,39,x
378,22122012,73,16,44,57,49,10,8,x
379,26122012,62,31,4,73,20,60,11,x
380,29122012,38,51,35,39,16,41,24,x
381,02012013,25,24,7,54,20,48,21,x
382,05012013,17,7,10,61,4,35,22,x
383,09012013,56,30,41,59,79,35,52,x
384,12012013,42,63,24,7,28,65,8,x
385,16012013,9,23,64,34,24,44,7,x
386,19012013,67,72,35,3,32,52,79,x
387,23012013,63,66,76,29,6,48,8,x
388,26012013,58,6,70,54,63,27,61,x
389,30012013,43,41,36,23,1,42,34,x
390,02022013,22,21,44,67,32,45,46,x
391,06022013,53,48,80,78,54,7,37,x
392,09022013,75,20,58,55,64,2,65,x
393,13022013,31,51,59,10,70,39,33,x
394,16022013,59,74,20,34,17,72,45,x
395,20022013,20,49,58,40,47,30,36,x
396,23022013,23,3,28,49,48,31,63,x
397,27022013,34,20,1,45,71,72,57,x
398,02032013,47,57,73,16,74,80,65,x
399,06032013,14,19,42,1,24,29,20,x
400,09032013,65,80,68,45,42,11,69,x
401,13032013,65,41,16,32,77,24,19,x
402,16032013,55,38,53,40,77,79,73,x
403,20032013,67,14,8,46,64,32,51,x
404,23032013,50,32,7,26,62,21,16,x
405,27032013,12,28,22,13,53,66,78,x
406,30032013,70,32,30,33,55,4,65,x
407,03042013,51,6,63,77,47,75,73,x
408,06042013,75,46,15,27,9,31,63,x
409,09042013,75,5,73,34,56,64,41,x
410,11042013,6,33,18,32,10,37,58,x
411,13042013,54,2,15,79,49,21,67,x
412,16042013,23,39,10,44,70,62,29,x
413,18042013,76,64,66,31,61,33,67,x
414,20042013,20,40,44,79,36,13,60,x
415,23042013,12,45,55,35,54,1,41,x
416,25042013,49,16,56,69,2,38,27,x
417,27042013,43,22,41,16,44,36,28,x
418,30042013,39,31,60,44,6,25,32,x
419,02052013,44,16,2,70,3,24,5,x
420,04052013,37,23,67,56,66,45,32,x
421,07052013,17,12,65,79,40,1,42,x
422,09052013,4,52,6,39,8,31,43,x
423,11052013,77,4,45,35,72,71,46,x
424,14052013,16,70,13,29,78,44,80,x
425,16052013,6,19,54,68,24,7,2,x
426,18052013,43,45,28,75,20,6,32,x
427,21052013,13,16,74,63,67,31,45,x
428,23052013,48,74,25,39,6,14,13,x
429,25052013,40,61,6,47,38,75,5,x
430,28052013,79,54,11,21,32,28,78,x
431,01062013,28,2,44,46,48,72,1,x
432,04062013,64,70,21,28,31,58,11,x
433,06062013,79,36,1,43,72,4,17,x
434,08062013,27,21,47,10,25,60,80,x
435,11062013,22,53,36,58,57,34,15,x
436,13062013,23,16,9,6,24,10,1,x
437,15062013,37,30,78,60,45,15,57,x
438,18062013,42,20,74,29,52,17,36,x
439,20062013,69,36,1,6,62,70,46,x
440,22062013,56,39,58,72,27,54,12,x
441,25062013,23,13,38,60,19,63,20,x
442,27062013,53,1,39,43,15,50,66,x
443,29062013,79,71,73,13,8,51,53,x
444,02072013,3,79,35,46,11,56,72,x
445,04072013,46,9,64,76,17,38,28,x
446,06072013,57,77,43,29,35,15,65,x
447,09072013,51,49,23,10,29,70,25,x
448,11072013,80,63,32,21,16,42,1,x
449,13072013,10,69,53,38,64,36,24,x
450,16072013,76,27,9,15,24,6,44,x
451,18072013,44,20,78,22,48,29,36,x
452,20072013,37,67,38,79,74,40,70,x
453,23072013,57,32,46,1,66,5,79,x
454,25072013,58,68,69,10,42,61,2,x
455,27072013,70,21,60,18,23,78,76,x
456,30072013,43,17,11,73,72,24,36,x
457,01082013,25,46,40,68,2,9,72,x
458,03082013,66,12,77,64,31,30,25,x
459,06082013,41,10,44,8,2,50,14,x
460,08082013,18,39,46,29,52,60,9,x
461,10082013,4,24,11,67,3,22,76,x
462,13082013,57,39,28,12,11,70,71,x
463,15082013,48,66,68,5,55,63,4,x
464,17082013,76,16,37,2,12,60,45,x
465,20082013,62,23,71,12,79,39,47,x
466,22082013,66,50,11,31,64,43,72,x
467,24082013,40,42,1,34,19,53,80,x
468,27082013,79,14,56,11,33,24,16,x
469,29082013,59,36,18,49,25,65,77,x
470,31082013,75,22,64,48,38,37,56,x
471,03092013,66,56,43,71,18,20,65,x
472,05092013,63,18,12,7,20,11,28,x
473,10092013,32,73,65,55,63,70,71,x
474,12092013,38,25,63,48,62,5,57,x
475,14092013,76,36,63,64,28,65,68,x
476,17092013,29,73,45,58,13,43,48,x
477,19092013,71,14,55,68,41,28,12,x
478,21092013,69,11,27,47,63,43,38,x
479,24092013,29,65,26,44,31,80,72,x
480,26092013,68,10,35,12,38,60,28,x
481,28092013,25,78,6,76,3,37,26,x
482,01102013,16,55,35,80,21,15,33,x
483,03102013,26,31,12,55,71,79,36,x
484,05102013,47,28,71,4,39,29,33,x
485,08102013,19,48,28,24,4,5,30,x
486,10102013,27,51,56,42,39,61,77,x
487,15102013,55,57,42,48,5,78,52,x
488,17102013,36,37,34,15,57,60,30,x
489,19102013,69,77,2,49,4,66,7,x
490,22102013,77,13,28,79,17,46,45,x
491,24102013,80,13,48,55,4,60,62,x
492,26102013,2,57,20,30,21,76,65,x
493,29102013,1,51,77,42,16,46,60,x
494,31102013,56,6,22,74,40,33,49,x
495,05112013,19,50,61,6,62,3,46,x
496,07112013,20,44,75,70,34,69,43,x
497,09112013,20,49,79,31,42,6,34,x
498,12112013,17,56,53,80,37,35,48,x
499,14112013,66,42,67,11,13,50,28,x
500,16112013,57,9,65,11,44,78,75,x
501,19112013,49,33,28,61,12,30,16,x
502,21112013,33,14,38,70,66,79,57,x
503,23112013,1,2,33,38,47,23,51,x
504,26112013,33,74,41,79,44,34,65,x
505,28112013,40,55,7,8,75,39,76,x
506,30112013,14,21,42,50,39,41,48,x
507,03122013,61,8,65,21,28,32,58,x
508,05122013,35,80,28,33,47,25,51,x
509,07122013,45,23,28,72,6,29,53,x
510,10122013,7,69,52,44,80,10,79,x
511,12122013,43,79,63,13,66,3,31,x
512,14122013,59,4,63,11,7,19,39,x
513,17122013,41,35,26,43,69,5,8,x
514,19122013,29,73,41,44,26,71,68,x
515,21122013,78,9,70,21,26,17,79,x
516,24122013,58,80,30,21,59,1,71,x
517,26122013,8,32,42,57,22,36,15,x
518,28122013,1,56,75,47,44,13,59,x
519,31122013,48,77,52,57,73,76,61,x
520,02012014,80,27,67,31,59,25,32,x
521,04012014,48,20,17,10,6,42,53,x
522,07012014,50,65,23,39,61,72,59,x
523,09012014,78,36,56,67,24,72,4,x
524,11012014,38,58,26,12,80,15,77,x
525,14012014,66,42,37,61,8,45,13,x
526,16012014,80,18,11,47,63,1,17,x
527,18012014,12,80,35,13,46,20,70,x
528,21012014,42,50,67,44,77,26,31,x
529,23012014,22,53,78,36,50,60,40,x
530,25012014,58,45,33,21,70,10,49,x
531,28012014,61,54,66,50,72,23,74,x
532,30012014,70,42,19,32,30,63,18,x
533,01022014,36,10,56,4,35,54,55,x
534,04022014,61,32,4,27,1,70,22,x
535,06022014,75,59,47,7,15,20,34,x
536,08022014,28,33,61,77,2,65,47,x
537,11022014,66,28,79,53,44,17,35,x
538,13022014,42,32,56,35,7,75,57,x
539,15022014,5,64,33,14,49,73,41,x
540,18022014,10,67,6,62,54,72,66,x
541,20022014,73,77,76,10,67,60,45,x
542,22022014,46,4,19,63,2,57,36,x
543,25022014,5,34,8,39,20,47,37,x
544,27022014,23,48,33,46,7,26,75,x
545,01032014,31,39,49,70,28,66,17,x
546,06032014,72,31,17,49,15,44,39,x
547,08032014,45,62,21,71,33,75,20,x
548,11032014,56,59,69,18,75,4,29,x
549,13032014,35,22,42,75,21,1,66,x
550,15032014,42,80,46,26,59,63,45,x
551,18032014,19,73,45,63,2,27,40,x
552,20032014,49,17,66,62,4,22,44,x
553,22032014,79,23,29,33,65,31,74,x
554,25032014,53,79,67,66,49,74,28,x
555,27032014,35,77,72,39,68,14,43,x
556,29032014,65,10,30,25,21,57,55,x
557,01042014,37,40,8,72,65,22,60,x
558,03042014,45,65,67,31,72,68,27,x
559,05042014,19,10,51,9,60,32,13,x
560,08042014,75,39,23,56,15,76,45,x
561,10042014,31,58,10,53,27,57,28,x
562,12042014,7,49,29,31,76,74,23,x
563,15042014,36,8,50,69,70,14,12,x
564,17042014,2,62,40,19,18,10,69,x
565,19042014,31,15,46,26,18,73,24,x
566,22042014,40,29,8,49,23,20,7,x
567,24042014,40,1,25,57,39,5,77,x
568,26042014,22,25,75,68,6,66,45,x
569,29042014,52,1,47,66,74,13,64,x
570,03052014,8,21,80,69,61,63,36,x
571,06052014,7,54,43,18,53,10,37,x
572,08052014,33,17,74,23,28,5,22,x
573,10052014,25,12,2,42,76,37,49,x
574,13052014,59,65,43,12,33,52,61,x
575,15052014,14,47,21,40,43,22,6,x
576,17052014,71,69,68,13,14,20,43,x
577,20052014,21,61,54,10,62,80,72,x
578,22052014,36,5,23,6,12,33,63,x
579,24052014,42,30,3,69,54,7,26,x
580,27052014,66,60,39,4,42,8,2,x
581,29052014,64,24,57,58,5,25,56,x
582,31052014,21,50,57,77,70,58,28,x
583,03062014,35,18,11,29,49,48,32,x
584,05062014,75,54,23,4,71,5,31,x
585,07062014,70,28,36,57,54,50,56,x
586,10062014,78,11,51,54,52,80,33,x
587,12062014,30,80,50,61,19,21,26,x
588,14062014,52,36,34,39,63,73,80,x
589,17062014,35,3,75,50,69,32,43,x
590,21062014,16,76,20,22,21,78,77,x
591,24062014,48,11,19,21,23,66,38,x
592,26062014,42,76,55,30,67,7,34,x
593,28062014,52,1,58,34,69,25,64,x
594,01072014,74,46,23,1,10,45,68,x
595,03072014,1,54,41,3,10,51,52,x
596,05072014,14,19,55,20,76,79,28,x
597,08072014,39,13,32,40,46,54,65,x
598,10072014,46,12,29,71,1,20,2,x
599,12072014,50,2,47,39,13,25,68,x
600,15072014,57,13,42,44,27,19,29,x
601,17072014,18,62,55,77,15,67,56,x
602,19072014,4,16,69,74,60,14,25,x
603,22072014,3,37,59,78,57,46,63,x
604,24072014,29,35,2,58,68,52,74,x
605,26072014,33,71,78,42,72,62,49,x
606,29072014,66,70,16,69,47,39,43,x
607,31072014,24,40,20,6,57,14,33,x
608,02082014,72,75,74,40,71,25,53,x
609,05082014,12,4,31,73,2,60,5,x
610,07082014,53,67,64,18,71,37,34,x
611,09082014,44,60,77,38,39,29,13,x
612,12082014,10,60,71,28,29,70,7,x
613,14082014,1,68,51,18,54,29,5,x
614,16082014,40,2,51,67,34,53,56,x
615,19082014,67,50,78,77,43,35,20,x
616,21082014,62,10,15,51,52,53,25,x
617,23082014,63,12,19,23,47,18,20,x
618,26082014,71,23,54,31,11,33,25,x
619,28082014,42,30,6,70,15,34,66,x
620,30082014,7,47,30,71,72,35,77,x
621,02092014,48,44,72,57,63,29,15,x
622,04092014,27,50,6,55,66,51,52,x
623,06092014,76,74,77,68,78,42,62,x
624,09092014,45,27,60,3,73,76,35,x
625,11092014,67,3,43,56,73,50,32,x
626,13092014,56,7,50,29,14,12,44,x
627,16092014,43,32,4,66,75,50,74,x
628,18092014,9,67,43,58,39,16,69,x
629,20092014,31,52,55,70,57,40,67,x
630,23092014,49,35,26,62,12,50,15,x
631,25092014,65,35,14,21,34,60,19,x
632,27092014,39,40,38,35,17,18,14,x
633,30092014,37,77,1,17,30,69,43,x
634,02102014,22,26,71,14,38,30,69,x
635,04102014,72,71,36,7,55,68,13,x
636,07102014,21,73,75,55,16,12,48,x
